date,share_code,number_of_shares,domestic_cp_lt_5_raw,domestic_cp_gte_5_raw,domestic_fd_lt_5_raw,domestic_fd_gte_5_raw,domestic_ib_lt_5_raw,domestic_ib_gte_5_raw,domestic_id_lt_5_raw,domestic_id_gte_5_raw,domestic_is_lt_5_raw,domestic_is_gte_5_raw,domestic_mf_lt_5_raw,domestic_mf_gte_5_raw,domestic_ot_lt_5_raw,domestic_ot_gte_5_raw,domestic_pf_lt_5_raw,domestic_pf_gte_5_raw,domestic_sc_lt_5_raw,domestic_sc_gte_5_raw,foreign_cp_lt_5_raw,foreign_cp_gte_5_raw,foreign_fd_lt_5_raw,foreign_fd_gte_5_raw,foreign_ib_lt_5_raw,foreign_ib_gte_5_raw,foreign_id_lt_5_raw,foreign_id_gte_5_raw,foreign_is_lt_5_raw,foreign_is_gte_5_raw,foreign_mf_lt_5_raw,foreign_mf_gte_5_raw,foreign_ot_lt_5_raw,foreign_ot_gte_5_raw,foreign_pf_lt_5_raw,foreign_pf_gte_5_raw,foreign_sc_lt_5_raw,foreign_sc_gte_5_raw,total_scripless_raw
31-Mar-2026,CITY,5.405.188.966,291.715.147,0,83,0,,,59.636.176,0,165.046,0,50.723.033,0,,,,,2.043.275,0,11.961.000,0,,,2.536.200,0,304.136,0,,,,,,,,,,,419.084.096
31-Mar-2026,CKRA,5.106.021.090,6.300,0,,,,,131.800.454,0,29.654.900,0,850.000,0,,,,,674.300,0,,,,,,,820.100,0,,,,,0,4.690.500.536,,,245.948.000,0,5.100.254.590
31-Mar-2026,CLAY,2.570.000.000,53.653.667,0,,,,,461.269.333,0,,,1.823.000,0,,,,,3.003.400,0,,,,,247.800,0,2.800,0,,,,,,,,,,,520.000.000
31-Mar-2026,CLEO,24.000.000.000,3.596.719.458,0,655.000,0,,,1.995.004.788,0,247.000,0,1.000.000,0,3.530.100,0,,,1.870.315,0,11.939.228,0,,,46.629.861,0,2.739.300,0,,,75.670.600,0,100.200,0,277.400,0,3.616.250,0,5.739.999.500
31-Mar-2026,CLPI,306.338.500,1.062.700,0,50.100,0,299.500,0,103.221.800,20.364.500,,,,,,,,,,,0,156.230.000,,,189.500,0,559.000,0,,,560.400,0,,,,,1.741.000,0,284.278.500
31-Mar-2026,CMNP,6.696.354.391,2.282.857,0,812,0,9.931,0,1.936.139.688,335.084.474,,,27,0,,,,,2.220.253,0,332.320.161,0,,,2.856.770,0,13.574.903,0,,,36.025.553,0,562.767,3.974.436.274,,,8.931.102,0,6.644.445.572
31-Mar-2026,CMNT,17.125.504.000,550.646.000,0,,,,,205.437.963,0,,,,,,,,,137,0,1.066.626.400,14.962.904.000,,,311.726.600,0,7.018.000,0,,,19.461.600,0,,,354.000,0,1.329.300,0,17.125.504.000
31-Mar-2026,CMPP,10.685.124.441,236.169.200,4.931.915.000,100.000,0,,,165.038.441,0,,,,,,,,,400.002.000,0,0,4.942.013.300,,,7.097.200,0,530.200,0,,,,,,,,,1.121.100,0,10.683.986.441
31-Mar-2026,CMRY,7.934.683.000,50.423.900,0,1.250.200,0,,,488.135.072,0,235.701.100,0,115.678.967,0,,,13.274.600,0,1.412.638,0,69.317.054,447.777.778,1.819.700,0,120.098.814,0,4.233.600,0,10.492.300,0,393.125.404,0,206.394.317,0,129.775.044,0,121.766.112,0,2.410.676.600
31-Mar-2026,CNKO,8.956.361.206,226.831.383,0,1.350.147,0,,,4.399.949.485,0,196.254,0,100.060.363,0,,,12.500.000,0,15.760.189,0,13.664.575,4.083.459.543,,,10.502.400,0,67.446.840,0,,,,,,,,,24.634.927,0,8.956.356.106
31-Mar-2026,CNMA,83.345.000.000,1.713.965.081,56.250.000.000,56.177.200,0,,,2.182.297.619,0,392.629.900,0,329.894.700,0,9.985.000,0,5.798.800,0,4.247.672,0,1.252.536.913,18.760.000.000,,,905.620.175,0,57.051.400,0,,,1.013.863.485,0,237.167.800,0,173.753.900,0,10.355,0,83.345.000.000
31-Mar-2026,CNTX,70.000.000,3.310.000,23.941.000,,,1.000,0,2.620.946,0,,,,,,,,,1.000,0,0,11.546.054,,,,,103.000,0,,,,,,,,,,,41.523.000
31-Mar-2026,COAL,6.250.000.000,149.159.400,0,1.200,0,,,3.317.434.900,2.370.789.500,,,,,2.500,0,,,,,,,,,106.533.200,0,54.437.400,0,,,,,,,,,1.641.900,0,6.000.000.000
31-Mar-2026,COCO,3.559.455.924,242.870.093,0,100.052,0,,,1.104.663.667,0,,,26.623.900,0,,,,,80.000.100,0,100.000,1.826.864.604,,,15.066.800,186.514.644,76.076.800,0,,,,,,,,,575.264,0,3.559.455.924
31-Mar-2026,COIN,14.705.882.400,4.746.471.200,7.208.250.000,,,294.117.600,0,1.021.469.900,1.166.750.000,,,50.000,0,,,,,1.076.600,0,20.761.800,0,,,216.145.000,0,15.581.900,0,,,14.373.500,0,,,,,834.900,0,14.705.882.400
31-Mar-2026,COWL,4.871.214.021,110.694.600,3.464.639.204,,,,,75.174.123,0,157.493,0,125.615.659,0,40.800,0,2.231,0,40.840,0,0,1.094.511.039,,,,,338.032,0,,,,,,,,,,,4.871.214.021
31-Mar-2026,CPGT,3.972.222.100,238.698.995,0,,,,,616.039.529,0,250.000,0,17.000,0,39.764.400,0,17.000,0,2.174.324,0,0,1.481.061.378,,,12.050.300,1.401.644.474,1.965.100,0,,,9.575.300,0,,,,,8.954.300,0,3.812.212.100
31-Mar-2026,CPIN,16.398.000.000,63.876.060,0,8.568.200,0,257.800,0,236.550.873,0,425.604.169,0,48.436.531,0,1.800,0,31.656.500,0,702.741,0,1.298.610.110,0,2.873.300,0,1.494.291.926,980.766.200,1.104.900,0,29.409.391,0,810.625.908,0,365.020.573,0,349.074.677,0,432.167.131,0,6.579.598.790
31-Mar-2026,CPRI,2.433.379.958,975.400,0,5.100,0,6.331.911,0,470.818.344,0,10.808.157,0,53.925.108,0,51.300,0,2.163.624,0,52.700,0,,,,,100,0,2.259.014,0,,,,,,,,,135.989.200,0,683.379.958
31-Mar-2026,CPRO,59.572.382.787,336.599.376,26.898.933.014,27.002,0,155.106.487,0,15.643.484.276,0,48.171.500,0,185.331.700,0,135.000,0,250.000,0,1.298.334,0,1.114.063,0,,,10.465.472.584,0,178.183.150,0,,,40.000.000,0,67.909.190,0,6.654.658,0,5.468.595.016,0,59.497.265.350
31-Mar-2026,CRAB,1.950.000.000,239.671.700,0,,,,,147.645.500,0,,,,,,,,,,,,,,,2.601.500,0,81.300,0,,,,,,,,,,,390.000.000
31-Mar-2026,CRSN,2.892.000.000,447.331.200,0,,,,,147.770.400,0,,,,,,,,,,,,,,,4.700.100,0,197.300,0,,,,,,,,,1.000,0,600.000.000
31-Mar-2026,CSAP,5.683.175.151,18.924.900,0,,,,,132.167.149,0,,,,,,,,,30.092,0,10,0,,,49.075.197,568.336.263,49.200,0,,,3.592.300,749.033.925,125.100,0,,,12.405.047,0,1.533.739.183
31-Mar-2026,CSIS,1.829.800.000,4.000,1.543.451.559,,,,,267.432.221,0,,,,,,,,,4.220,0,145.000,0,,,18.344.000,0,388.300,0,,,,,,,,,30.700,0,1.829.800.000
31-Mar-2026,CSMI,816.061.500,27.753.100,0,,,,,209.393.000,0,,,120.401.900,0,,,,,,,,,,,5.400,0,308.100,0,,,,,,,,,,,357.861.500
31-Mar-2026,CSRA,2.050.000.000,185.494.400,1.558.000.000,,,,,156.500.728,0,,,,,,,,,142,0,374.800,0,616.900,0,4.336.194,0,1.339.500,0,171.944,0,1.475.304,0,138.568.093,0,2.774.532,0,347.463,0,2.050.000.000
31-Mar-2026,CTBN,800.371.500,200,0,,,,,696.260,0,,,,,,,,,,,74.337.730,709.846.300,,,14.296.700,0,17.500,0,,,,,,,,,,,799.194.690
31-Mar-2026,CTRA,18.535.695.255,611.862.401,3.881.000.000,23.533.546,0,671.266,0,2.148.083.704,0,1.014.552.110,0,352.364.553,0,645,0,123.069.016,0,25.210.266,0,234.215.004,0,4.870.700,0,200.496.036,0,28.412.805,0,8.098.100,0,2.413.664.093,0,746.664.296,0,422.181.968,0,120.969.876,0,12.359.920.385
31-Mar-2026,CTTH,1.230.839.821,14.057.600,0,,,2.761.525,0,399.304.446,105.992.999,,,,,52.725.864,0,,,55.021,0,17.000,64.800.681,,,87.800,0,21.749.500,0,,,,,64.679.830,0,,,739.100,115.735.348,842.706.714
31-Mar-2026,CUAN,112.418.900.000,227.401.340,0,503.000,0,,,2.773.265.760,5.645.245.000,572.600,0,19.706.109,0,48.000,0,,,7.721.865,0,4.595.257.731,0,454.300,0,6.483.391.996,0,36.340.800,0,45.037.330,0,1.563.839.940,0,942.040.569,0,611.684.314,0,569.684.346,0,23.522.195.000
31-Mar-2026,CYBR,6.715.248.747,29.543.550,0,17.300,0,,,249.789.842,0,390.900,0,,,,,,,257.452.810,0,382.922.041,4.333.036.454,,,576.100.808,563.772.970,283.933.751,0,,,12.166.800,0,5.973.671,0,11.000.000,0,9.147.850,0,6.715.248.747
31-Mar-2026,DAAZ,1.997.000.000,62.912.400,0,,,,,71.254.400,0,,,100.000,0,,,,,50.100,0,94.911.700,0,,,6.104.000,0,1.594.000,0,,,,,62.100.100,0,,,973.300,0,300.000.000
31-Mar-2026,DADA,7.431.530.800,9.098.800,1.600.000.000,28.505,0,,,5.674.313.294,0,,,,,,,,,2.500.001,0,,,,,4.585.800,0,19.504.400,0,,,,,,,,,86.500.000,0,7.396.530.800
31-Mar-2026,DAJK,2.500.000.000,10.796.708,1.262.365.432,700.000,0,,,787.003.293,0,,,,,9.054.915,0,129.485.700,147.187.900,7.276.700,0,52,0,,,99.875.800,0,9.619.100,0,,,6.693.000,0,,,,,14.691.200,0,2.484.749.800
31-Mar-2026,DART,3.141.390.962,4.106.052,1.391.976.548,4.682.500,0,215.868,0,131.127.176,1.465.409.134,960,0,,,200,0,1.096.000,0,95.848,0,1.340,0,,,93.695.616,0,225.200,0,,,,,,,,,358.468,0,3.092.990.910
31-Mar-2026,DATA,1.375.000.000,1.553.600,550.000.900,,,,,194.130.900,151.716.100,,,,,,,,,,,4.400,0,,,1.227.600,0,1.772.600,0,,,,,,,,,8.800,0,900.414.900
31-Mar-2026,DAVO,12.403.711.320,35.032.362,747.773.000,,,35.715.080,0,1.168.648.760,2.259.301.420,357.000,0,,,100.000,0,,,6.717.635,0,7.535.000,0,,,232.415.300,0,4.986.000,0,,,66.538.500,0,5.239.500,0,,,12.310.000,1.378.467.373,5.961.136.930
31-Mar-2026,DAYA,2.420.547.025,27.117.800,422.007.259,,,,,8.506.163,0,,,,,,,,,,,7.756.100,0,,,96.794.500,1.788.029.003,183.000,0,,,,,,,,,70.153.200,0,2.420.547.025
31-Mar-2026,DCII,2.383.745.900,66.517.563,0,,,,,10.297.400,265.033.461,146.450,0,1.600,0,,,,,100,0,365.194.187,0,,,6.000,0,2.300,0,,,500,0,1.500,0,,,600,0,707.201.661
31-Mar-2026,DEAL,1.146.170.959,18.721.100,70.384.400,12.200,0,,,891.419.678,106.598.800,,,,,,,6.250.000,0,1.004.540,0,,,,,200,0,1.341.100,0,,,,,,,,,3.351.200,0,1.099.083.218
31-Mar-2026,DEFI,687.266.666,74.719.063,89.860.500,125.000,0,66,0,54.652.292,0,4.825.000,162.009.540,,,6.597.938,0,,,335.001,99.417.000,33.800.000,0,,,,,112.100,0,,,,,,,,,6.826.400,0,533.279.900
31-Mar-2026,DEPO,6.790.000.000,127.019.000,0,,,,,172.210.600,0,,,,,,,28.400,0,,,0,1.493.800.000,,,157.090.600,0,17.900,0,,,,,,,,,60.767.700,0,2.010.934.200
31-Mar-2026,DEWA,40.687.434.244,5.644.715.138,3.181.254.866,20.916.609,0,,,14.520.583.808,0,127.172.900,0,1.193.204.845,0,28.802.509,0,57.000.008,0,3.930.173.017,0,1.165.648.741,2.513.178.390,8.783.200,0,1.177.828.421,0,158.421.217,0,,,184.990.300,0,103.952.041,3.815.217.000,189.048.100,0,70.887.934,2.595.655.200,40.687.434.244
31-Mar-2026,DEWI,2.000.000.000,1.110.100,0,,,,,646.528.900,482.353.600,3.800.000,0,,,,,,,29.715.200,0,52.300,0,,,33.870.100,0,2.549.900,0,,,,,,,,,7.019.900,0,1.207.000.000
31-Mar-2026,DFAM,1.899.852.850,3.767.370,1.015.000.000,,,,,310.979.157,312.865.073,,,106.052.100,134.032.800,,,,,50,0,,,,,16.963.400,0,192.900,0,,,,,,,,,,,1.899.852.850
31-Mar-2026,DGIK,5.541.165.000,828.623.700,3.297.983.000,,,,,519.887.400,0,,,,,,,,,,,176.044.300,0,,,15.578.700,0,11.088.600,0,,,,,,,,,1.100,536.958.200,5.386.165.000
31-Mar-2026,DGNS,1.250.000.000,112.165.900,0,,,,,233.069.800,0,,,,,397.600,0,,,24.600,0,835.800,0,,,6.858.600,0,168.700,0,,,,,,,,,107.000,0,353.628.000
31-Mar-2026,DGSA,1.187.225.279,8.447.838,0,20.000,0,1.057.514,0,107.824.761,0,3.287.750,0,30.000,0,11.900,0,2.274.620,0,11.545.333,0,939.982,0,,,5.494.718,0,8.146.736,0,,,88.086,0,148.820,0,1.277.750,0,3.967.708,0,154.563.516
31-Mar-2026,DGWG,5.882.353.000,608.248.100,0,,,,,249.883.100,1.769.974.000,,,,,,,,,50.000,736.843.000,34.900,0,,,31.456.700,0,440.900,0,,,,,,,,,128.200,0,3.397.058.900
31-Mar-2026,DIGI,1.625.000.000,4.254.300,584.817.200,8.700,0,,,492.324.600,543.246.100,,,,,,,,,,,,,,,100,0,164.000,0,,,,,,,,,185.000,0,1.625.000.000
31-Mar-2026,DILD,10.365.854.185,230.527.321,1.168.804.675,300,0,269.600,0,3.201.769.484,704.138.100,28.082.800,0,19.425.100,0,3.262.680,0,1.320.400,0,371.107.302,1.505.252.433,16.261.985,0,,,228.325.189,2.332.771.446,5.241.800,0,,,147.084.087,0,65.139.736,0,10.184.077,0,186.456.978,0,10.225.425.493
31-Mar-2026,DIVA,1.428.571.400,76.440.200,533.967.100,,,,,198.411.400,116.936.200,32.519.500,454.825.000,,,,,,,30.000,0,65.100,0,,,3.529.000,0,505.100,0,,,,,11.185.600,0,,,157.200,0,1.428.571.400
31-Mar-2026,DKFT,5.638.246.600,129.857.325,3.475.113.878,,,,,1.671.018.667,0,24.362.900,0,4.600.700,0,,,1.645.885,0,2.849.215,0,13.895.332,0,,,178.416.600,0,22.024.300,0,,,36.162.439,0,43.730.400,0,10.296.598,0,11.272.361,0,5.625.246.600
31-Mar-2026,DKHH,2.550.152.901,561.000,0,50,0,,,525.411.851,0,,,,,,,,,,,,,,,1.843.600,0,2.336.400,0,,,,,,,,,,,530.152.901
31-Mar-2026,DLTA,800.659.050,3.387.750,0,,,121.700,0,62.295.100,0,,,15.971.400,0,,,,,2.450.400,0,600.000,0,82.000,0,628.250,0,373.100,0,,,30.793.550,0,,,74.800,0,3.668.100,0,120.446.150
31-Mar-2026,DMAD,453.000.000,,,,,,,3.960.126,0,,,,,,,,,38.200,0,,,,,,,1.000,0,,,,,,,,,,,3.999.326
31-Mar-2026,DMAS,48.198.111.100,239.334.700,0,22.323.900,0,,,6.372.550.900,0,1.201.897.000,0,28.021.100,0,122.500,0,45.335.600,0,2.776.486,0,29.039.250,0,,,78.185.728,0,48.565.500,0,,,388.455.100,0,11.372.400,0,27.174.816,0,44.656.120,0,8.539.811.100
31-Mar-2026,DMMX,7.692.307.700,252.241.632,4.794.767.400,,,,,1.326.095.768,0,,,,,,,104.500,0,8.035.287,0,190.732.768,0,,,44.937.445,1.068.254.200,4.692.200,0,,,,,,,,,2.446.500,0,7.692.307.700
31-Mar-2026,DMND,9.468.359.000,59.086.000,0,,,,,40.204.100,0,,,,,,,,,,,0,1.892.724.964,,,126.600,0,553.300,0,,,657.482.849,0,,,,,30.000,0,2.650.207.813
31-Mar-2026,DNAR,16.892.391.185,626.716.600,0,77,0,,,782.473.427,0,,,,,,,,,1.359.333,0,,,,,13.049.705,4.923.693.929,18.209.600,0,,,,,,,,,409.200,0,6.365.911.871
31-Mar-2026,DNET,14.184.000.000,770.061.800,2.854.633.305,,,,,13.559.800,3.588.278.023,401.188.700,0,10.957.700,0,,,1.147.200,0,49.808.908,0,908.927.864,5.581.931.400,,,13.800,0,31.500,0,,,,,,,,,1.310.000,0,14.181.850.000
31-Mar-2026,DOID,7.651.007.132,304.174.516,0,89.200,0,,,2.096.763.659,0,18.671.100,0,100,0,189.400,0,34.567.700,0,272.747.578,0,73.845.408,0,,,957.044.427,432.100.000,257.569.200,0,,,131.623.146,0,72.673.411,2.924.000.000,40.347.774,0,33.600.513,0,7.650.007.132
31-Mar-2026,DOOH,7.738.891.036,1.130.804.988,5.114.342.412,150.000,0,,,1.401.775.516,0,,,1.000.000,0,,,,,1.600.020,0,5.454.100,0,,,44.761.600,0,9.339.100,0,,,,,,,,,5.663.300,0,7.714.891.036
31-Mar-2026,DOSS,1.725.000.000,23.786.800,0,,,,,208.011.100,296.954.900,,,,,,,,,,,,,,,92.712.700,0,1.853.400,0,,,,,3.381.100,0,,,11.725.000,0,638.425.000
31-Mar-2026,DPNS,331.129.952,16.661.548,103.507.988,84,0,8.604,0,80.780.147,18.899.111,80,0,,,16,0,,,10.026,0,17.614.491,0,,,8.536,22.538.303,521.014,0,,,,,724,0,,,1.292.500,0,261.843.172
31-Mar-2026,DPUM,4.175.000.000,131.520.100,2.872.954.500,,,163.636.300,0,451.792.518,0,53.338.780,0,189.886.802,0,,,156.637.100,0,116.225.700,0,63.800,0,,,15.592.100,0,352.300,0,,,,,,,,,23.000.000,0,4.175.000.000
31-Mar-2026,DRMA,4.705.882.300,68.521.200,2.906.500.000,,,,,804.073.900,240.000.000,3.449.700,0,48.695.700,0,,,15.675.200,0,109.133,0,28,0,,,74.394.781,0,719.400,0,,,199.230.800,0,125.827.500,0,95.756.068,0,2.928.890,0,4.585.882.300
31-Mar-2026,DSFI,1.857.135.500,66.587.500,1.292.483.650,300,0,,,412.542.435,0,,,,,545.000,0,34.130.800,0,22.970.715,0,,,,,22.682.800,0,821.400,0,,,,,,,,,4.370.900,0,1.857.135.500
31-Mar-2026,DSNG,10.599.842.400,2.185.930.909,3.002.450.341,,,,,867.006.900,575.367.500,66.763.100,0,81.719.786,0,,,7.056.800,0,1.045.279,0,72.174.877,0,,,99.057.634,0,1.199.700,0,3.061.800,0,226.406.814,0,159.304.246,0,103.382.037,0,626.757.177,0,8.078.684.900
31-Mar-2026,DSSA,7.705.523.200,19.338.100,1.516.238.270,,,,,5.940.400,0,1.266.600,0,1.269.634,0,1.000,0,,,7.885.892,0,162.293.199,0,20.200,0,866.259.028,0,64.100,0,2.297.316,0,88.410.387,0,42.337.654,0,30.177.848,0,346.200.372,0,3.090.000.000
31-Mar-2026,DUCK,1.283.330.000,20.729.117,82.076.590,84.500,0,,,764.035.524,0,60.348.000,0,7.765.766,0,2.567.400,0,477.600,0,10.067.053,0,12.616.897,0,,,56.776.500,0,19.601.800,0,63.600,0,2.814.856,126.833.900,109.770.000,0,48.397,0,6.652.500,0,1.283.330.000
31-Mar-2026,DUTI,1.850.000.000,84.050,260.802.567,,,381.950,0,5.858.625,0,,,2.376.800,0,33,0,,,23.175,0,,,,,770.010,0,127.650,0,,,,,,,,,388.583,0,270.813.443
31-Mar-2026,DVLA,1.120.000.000,,,,,51.080,0,27.521.615,0,,,,,,,,,4.290.065,0,457.500,1.031.737.312,,,10.672.600,0,549.320,0,,,,,43.248.900,0,,,147.400,0,1.118.675.792
31-Mar-2026,DWGL,9.252.820.991,2.160.830.291,899.011.380,,,,,132.249.767,0,19.530.900,766.142.966,221.886.400,0,,,,,43,0,,,,,4.942.900,0,354.200,0,,,,,,,,,,,4.204.948.847
31-Mar-2026,DYAN,4.272.964.279,108.139.200,2.199.357.269,,,,,788.799.597,438.216.974,15.404.900,0,52.225.400,0,7.480.800,0,,,41.500,297.641.300,100,0,,,22.859.400,0,750.500,0,,,,,,,,,790.000,0,3.931.706.940
31-Mar-2026,EAST,4.126.405.336,42.000,0,,,,,441.709.346,0,,,,,53.500,0,10.511.800,0,,,,,,,2.518.300,0,1.769.687.680,0,,,,,,,,,47.296.300,0,2.271.818.926
31-Mar-2026,ECII,1.334.333.000,53.730.800,119.451.195,,,,,71.048.300,0,5.347.500,0,20.799.000,0,,,,,531.400,0,,,,,12.496.500,0,71.100,0,,,,,,,,,2.912.900,397.327.305,683.716.000
31-Mar-2026,EDGE,2.020.250.000,49.800,0,,,,,5.514.800,0,,,,,,,,,,,0,1.860.651.500,,,28.900,0,2.468.100,0,,,,,,,,,17.900,151.519.000,2.020.250.000
31-Mar-2026,EDJSA,110.808.000,4.432.320,106.375.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.808.000
31-Mar-2026,EDJSB,4.681.638,,,,,,,3.279.609,0,,,,,0,1.402.029,,,,,,,,,,,,,,,,,,,,,,,4.681.638
31-Mar-2026,EKAD,3.493.875.000,701.400,2.874.012.300,275,0,,,403.457.870,0,,,,,1.500,0,,,161.720,0,4.075.005,0,,,836.900,0,49.350.980,0,,,202.000,0,,,,,129.083.775,0,3.461.883.725
31-Mar-2026,ELIT,2.031.643.057,16.836.100,430.786.920,,,,,511.916.044,0,,,275.000,0,,,,,35.015.501,0,6.834.800,0,,,30.076.700,0,8.476.500,0,,,,,,,,,1.421.600,0,1.041.639.165
31-Mar-2026,ELPI,7.412.000.000,713.633.500,0,,,,,205.673.800,0,,,167.300,0,,,,,100,0,186.800,0,,,181.847.500,0,292.200,0,,,564.100,0,4.591.000,0,5.036.800,0,6.900,0,1.112.000.000
31-Mar-2026,ELSA,7.298.500.000,16.914.419,3.729.781.000,400,0,,,1.478.504.979,435.432.800,129.116.100,0,418.827.750,0,2.820.222,0,22.088.900,0,96.250.497,0,62.866.317,0,,,158.228.465,0,3.536.800,0,,,357.710.014,0,260.531.883,0,96.375.004,0,23.791.950,0,7.292.777.500
31-Mar-2026,ELTY,43.521.913.019,4.951.409.300,0,5.577.884,0,,,25.442.829.676,0,17.490.228,2.329.095.649,4.291.441.975,0,2.600.000,0,156.668.786,0,206.681.389,0,251.038.576,0,,,1.968.109.356,0,208.821.604,0,,,,,529.995.896,2.227.645.000,,,133.191.700,0,42.722.597.019
31-Mar-2026,EMAS,14.731.366.060,1.498.577.715,9.329.376.465,1.000,0,,,1.586.735.643,0,122.449.100,0,68.907.900,0,35.200,0,10.803.500,0,73.707.278,0,444.605.334,0,,,797.039.635,0,54.154.137,0,,,648.882.088,0,19.503.100,0,1.682.100,0,1.883.300,0,14.658.343.495
31-Mar-2026,EMDE,3.350.000.000,31.418.700,0,,,,,788.318.980,0,,,51.130.800,0,3.604.000,0,,,74.000,0,,,,,4.016.000,231.147.000,2.555.900,0,,,,,,,,,716.300,0,1.112.981.680
31-Mar-2026,EMTK,61.426.451.483,1.693.184.163,12.456.770.340,8.623.100,0,,,6.601.525.300,31.056.903.264,640.246.800,0,377.564.511,0,199.700,0,39.707.400,0,16.133.329,0,2.992.215.959,0,,,2.079.961.171,0,28.777.800,0,119.858.438,0,1.867.318.637,0,500.206.781,0,331.373.237,0,615.881.553,0,61.426.451.483
31-Mar-2026,ENAK,2.166.666.800,17.384.900,457.817.000,,,,,77.115.100,309.683.700,,,17.780.100,0,,,,,,,1.092.055,1.181.173.300,,,87.884.300,0,654.400,0,,,2.140.900,0,11.197.045,0,1.452.900,0,1.291.100,0,2.166.666.800
31-Mar-2026,ENRG,26.346.230.250,7.470.251.715,4.661.422.413,388.965,0,,,2.165.869.351,0,172.632.101,0,154.576.953,0,1.737.658,0,8.819.150,0,1.463.611.344,6.928.826.820,1.094.141.828,0,615.500,0,355.950.353,0,31.753.611,0,38.677.700,0,590.250.507,0,256.816.263,0,99.244.078,0,850.051.417,0,26.345.637.727
31-Mar-2026,ENVY,1.800.000.000,10.442.758,0,700,0,933.000,0,1.346.305.300,0,13.783.500,0,,,4.006.300,0,483.000,0,438.800,0,760.078,108.157.000,,,27.804.422,0,115.136.542,0,,,,,,,,,41.396.500,0,1.669.647.900
31-Mar-2026,ENZO,2.162.547.122,67.400,450.000.000,,,,,658.390.422,0,,,,,,,,,,,,,,,8.047.600,0,541.700,0,,,,,,,,,100.000,0,1.117.147.122
31-Mar-2026,EPAC,3.303.400.000,89.855.100,800.000.000,,,,,863.683.500,1.548.831.100,,,,,,,,,,,,,,,460.100,0,48.700,0,,,,,,,,,521.500,0,3.303.400.000
31-Mar-2026,EPMT,2.708.640.000,94.518.500,2.491.285.795,,,36.000,0,52.813.765,0,,,,,,,,,1.176.970,0,298.040,0,,,1.016.800,0,112.040,0,,,843.400,0,61.422.094,0,,,2.576.440,0,2.706.099.844
31-Mar-2026,ERAA,15.950.000.000,385.678.172,2.605.311.200,12.633.000,0,,,2.025.720.377,0,1.286.695.397,0,419.926.223,0,1.776.400,0,54.533.400,0,22.344.412,0,701.767.011,0,,,756.277.306,0,18.704.733,0,,,855.830.753,0,562.195.848,0,14.111.000,0,31.514.568,0,9.755.019.800
31-Mar-2026,ERAL,5.187.500.000,46.662.000,0,826.600,0,,,834.654.400,0,11.900,0,88.958.400,0,,,,,50.000,0,6.797.300,0,,,31.037.600,0,1.519.400,0,,,,,21.923.900,0,,,5.068.500,0,1.037.510.000
31-Mar-2026,ERTX,1.286.539.792,701.700,1.186.085.292,,,,,92.934.540,0,,,,,,,,,1.660,0,,,,,2.445.800,0,405.500,0,,,,,,,,,2.100,0,1.282.576.592
31-Mar-2026,ESIP,1.109.953.847,3.100.000,0,20,0,,,396.459.564,354.280.462,,,,,,,,,254,0,,,,,1.165.154,0,4.000,0,,,,,,,,,544.393,0,755.553.847
31-Mar-2026,ESSA,17.226.975.700,1.118.788.762,1.350.266.700,31.401.000,0,1.035.600,0,2.837.088.430,6.253.689.667,553.331.500,0,645.472.700,0,2.121.900,0,108.220.000,0,434.790.913,0,86.544.005,0,,,2.163.801.550,0,106.570.600,0,50.771.600,0,534.606.779,0,699.573.060,0,167.542.852,0,81.358.082,0,17.226.975.700
31-Mar-2026,ESTA,2.425.354.179,500.000,1.518.470.799,,,0,188.762.050,222.644.769,0,,,,,,,,,102,0,,,,,5.183.700,0,642.100,0,,,,,0,489.150.659,,,,,2.425.354.179
31-Mar-2026,ESTI,2.015.208.720,20.000,945.869.218,,,50.177,0,165.919.325,0,2.500,0,,,,,,,1.965,0,70,0,,,1.897.740,0,2.615.400,0,,,,,,,,,662.200,0,1.117.038.595
31-Mar-2026,ETWA,4.668.671.400,56.000,3.700.374.400,,,46.000,0,189.057.100,0,500,0,563.000,0,,,32.900,0,17.500,0,115.044.800,0,,,59.787.700,0,82.470.200,0,,,,,233.312.400,0,,,48.926.400,0,4.429.688.900
31-Mar-2026,EURO,2.548.826.428,589.492.720,1.404.728.600,,,,,332.341.738,0,,,,,,,,,125.000.070,0,93.592.500,0,,,3.152.100,0,518.700,0,,,,,,,,,,,2.548.826.428
31-Mar-2026,EXCL,18.199.862.451,641.203.962,2.626.599.501,3.001.116,0,,,478.836.099,0,197.858.068,0,257.893.860,0,151.070,0,29.464.972,0,10.768.401,0,774.615.947,0,337.330,0,1.900.225.049,6.313.716.868,22.378.642,0,7.087.540,0,407.479.625,0,192.655.018,0,119.916.790,0,13.812.862,989.168.878,14.987.171.598
31-Mar-2026,FAPA,3.629.411.800,179.245.600,3.131.959.000,,,,,326.500,0,,,,,,,,,,,317.827.100,0,,,50.800,0,2.500,0,,,,,,,,,300,0,3.629.411.800
31-Mar-2026,FAST,4.523.610.492,12.511.876,1.696.782.159,,,,,281.861.816,0,296.034.796,0,,,6.384.440,0,,,7.436.415,0,137.540.599,0,,,60.121.418,0,549.966,0,,,135.359.000,0,,,,,13.494.368,0,2.648.076.853
