date,share_code,number_of_shares,domestic_cp_lt_5_raw,domestic_cp_gte_5_raw,domestic_fd_lt_5_raw,domestic_fd_gte_5_raw,domestic_ib_lt_5_raw,domestic_ib_gte_5_raw,domestic_id_lt_5_raw,domestic_id_gte_5_raw,domestic_is_lt_5_raw,domestic_is_gte_5_raw,domestic_mf_lt_5_raw,domestic_mf_gte_5_raw,domestic_ot_lt_5_raw,domestic_ot_gte_5_raw,domestic_pf_lt_5_raw,domestic_pf_gte_5_raw,domestic_sc_lt_5_raw,domestic_sc_gte_5_raw,foreign_cp_lt_5_raw,foreign_cp_gte_5_raw,foreign_fd_lt_5_raw,foreign_fd_gte_5_raw,foreign_ib_lt_5_raw,foreign_ib_gte_5_raw,foreign_id_lt_5_raw,foreign_id_gte_5_raw,foreign_is_lt_5_raw,foreign_is_gte_5_raw,foreign_mf_lt_5_raw,foreign_mf_gte_5_raw,foreign_ot_lt_5_raw,foreign_ot_gte_5_raw,foreign_pf_lt_5_raw,foreign_pf_gte_5_raw,foreign_sc_lt_5_raw,foreign_sc_gte_5_raw,total_scripless_raw
31-Mar-2026,KIAS,14.929.100.000,265.839.300,0,104.100,0,13.000,0,623.700.614,0,42.000,0,,,,,,,67.076,0,,,,,100,0,415.272,0,,,,,,,,,883.205,0,891.064.667
31-Mar-2026,KICI,276.000.000,4.119.900,0,40,0,3.040,0,46.097.820,0,600,0,,,,,,,201.128,0,3.328.000,0,,,1.716.400,0,2.514.640,0,,,168.360,0,,,,,369.800,0,58.519.728
31-Mar-2026,KIJA,20.824.888.369,1.673.370.585,0,151.128.817,0,138.974,0,5.646.105.404,0,121.986.833,0,1.284.067.417,0,2.443,0,229.877.291,0,298.001.372,0,114.728.813,0,12.389.100,0,1.331.858.518,2.400.359.372,42.354.954,0,,,823.731.389,0,796.286.378,0,323.518.120,0,93.615.011,0,15.343.520.791
31-Mar-2026,KING,2.602.852.170,235.707.600,143.000.000,,,,,142.568.910,0,,,,,,,,,60,0,,,,,1.313.400,0,262.200,0,,,,,,,,,,,522.852.170
31-Mar-2026,KINO,1.428.571.500,51.589.700,1.128.584.800,,,,,164.618.624,0,,,,,,,,,251,0,201.596,0,,,32.505.556,0,153.400,0,,,56.300,0,,,,,50.861.273,0,1.428.571.500
31-Mar-2026,KIOS,1.075.862.960,45.202.890,433.669.534,,,,,455.808.536,0,38.187.900,0,67.028.600,0,,,,,150,0,,,,,5.428.450,0,1.816.600,0,,,,,20.400.000,0,,,8.320.300,0,1.075.862.960
31-Mar-2026,KJEN,500.000.000,256.200,0,,,,,141.398.000,0,,,0,29.615.300,,,,,,,6.200,0,,,1.134.600,0,336.500,0,,,,,,,,,3.200,0,172.750.000
31-Mar-2026,KKES,1.500.000.000,9.153.600,0,,,,,549.046.300,160.036.000,,,,,,,,,,,,,,,300.100,0,1.104.000,0,,,,,,,,,360.000,0,720.000.000
31-Mar-2026,KKGI,5.000.000.000,134.009.864,1.391.585.329,549.183,0,156.225,0,596.180.937,0,,,,,,,156.350,0,2.274.928,0,176.760.105,2.529.431.577,,,18.133.717,0,15.856.969,0,,,314.255,0,8.464.155,0,6.229.612,0,21.019.367,0,4.901.122.573
31-Mar-2026,KLAS,3.644.415.975,12.272.657,0,83,0,,,978.348.446,0,,,,,,,,,276,0,64,0,,,34.870.474,0,3.507.229,0,,,,,,,,,81,0,1.028.999.310
31-Mar-2026,KLBF,46.813.391.540,3.229.122.025,27.082.408.685,67.523.330,0,8.937.700,0,2.034.574.004,0,2.739.783.500,0,1.287.042.042,0,18.198.600,0,423.193.100,0,35.301.249,0,484.427.945,0,,,1.387.387.893,0,11.401.530,0,189.867.758,0,4.359.901.316,0,1.785.763.650,0,1.081.963.721,0,514.107.952,0,46.740.906.000
31-Mar-2026,KLIN,1.307.530.330,0,1.184.361.000,,,,,120.708.580,0,,,,,,,,,150,0,,,,,1.077.600,0,1.382.800,0,,,,,,,,,200,0,1.307.530.330
31-Mar-2026,KMDS,800.000.000,7.629.100,598.050.611,,,,,146.398.289,0,,,,,,,,,,,2.116.900,0,,,577.200,0,45.207.900,0,,,,,,,,,20.000,0,800.000.000
31-Mar-2026,KMTR,8.215.366.379,551.700,2.464.609.474,,,,,78.669.518,0,500.000,0,,,,,,,3,0,97,5.134.603.987,,,535.850.800,0,330.800,0,,,,,,,,,250.000,0,8.215.366.379
31-Mar-2026,KOBX,2.272.500.000,112.694.000,2.032.714.700,,,,,98.952.000,0,21.331.600,0,,,,,200.000,0,,,,,,,2.901.100,0,343.700,0,,,,,1.571.400,0,,,1.791.500,0,2.272.500.000
31-Mar-2026,KOCI,4.466.893.766,8.822.600,0,,,,,915.730.166,0,,,,,,,,,,,119.500,0,,,12.731.500,0,3.116.800,0,,,,,,,,,403.200,0,940.923.766
31-Mar-2026,KOIN,980.843.732,1.068.675,0,25,0,,,81.733.539,0,9,0,6.999.641,0,,,,,155,0,,,,,100,0,2.200.100,0,,,,,,,,,5.000,0,92.007.244
31-Mar-2026,KOKA,2.861.333.000,3.945.200,0,33,0,,,435.720.467,0,,,,,,,,,,,23.908.500,0,,,13.965.900,0,131.387.460,160.097.900,,,,,,,,,6.309.700,0,775.335.160
31-Mar-2026,KONI,312.000.000,58.000,0,,,,,53.269.400,139.272.000,12.460.000,0,,,,,,,28.000,0,,,,,26.600,0,,,,,,,,,,,,,205.114.000
31-Mar-2026,KOPI,697.266.668,30.517.264,557.033.197,,,,,55.566.178,0,,,,,35,0,,,2.365,0,0,52.295.001,,,364.100,0,15.435,0,,,,,500,0,,,,,695.794.075
31-Mar-2026,KOTA,10.546.185.701,1.695.085.029,4.591.636.040,,,,,2.539.557.634,0,,,570.200.000,0,,,516.763.000,0,375.049.661,0,100,0,,,64.760.300,0,83.602.362,0,,,,,108.885.875,0,,,645.700,0,10.546.185.701
31-Mar-2026,KPAL,1.069.009.400,14.406.438,0,678.900,0,,,344.245.411,343.563.300,25.783.062,0,186.692.230,0,7.406.400,0,678.386,0,16.666.650,0,50.000,0,,,,,405.623,0,,,,,,,,,,,940.576.400
31-Mar-2026,KPAS,768.043.253,2.609.100,0,,,,,267.336.678,495.800.000,,,,,,,,,126.475,0,,,,,,,2.099.300,0,,,,,,,,,71.700,0,768.043.253
31-Mar-2026,KPIG,99.857.559.263,10.309.502.889,18.328.717.100,1.470,0,,,5.655.378.350,0,193.668.200,0,786.686.319,0,,,107.322,0,2.029.987.112,7.302.994.300,21.264.246.593,8.779.326.700,,,1.418.666.848,0,25.255.300,0,43.625.900,0,1.426.362.500,0,6.179.817.422,15.725.026.164,343.531.964,0,44.656.810,0,99.857.559.263
31-Mar-2026,KRAH,971.190.000,49.872.400,115.551.300,,,,,2.633.200,52.605.000,,,,,119.800,0,,,,,2.813.400,0,,,50.044.100,0,800,0,,,,,,,,,,,273.640.000
31-Mar-2026,KRAS,19.346.396.900,207.936.259,0,6.719.024,0,500,0,2.321.391.286,0,355.528.269,0,100.655.349,0,181.658,0,138.989.930,0,1.822.293,0,74.294.624,0,,,96.165.030,0,98.170.754,0,,,28.595.119,0,11.517.800,0,23.092.200,0,289.494.137,0,3.754.554.232
31-Mar-2026,KREN,18.208.470.100,1.666.943.916,933.400.000,1.071.700,0,,,10.178.043.650,0,62.378.100,2.506.467.300,,,,,517.500,0,4.222.729,0,44.344.259,0,,,66.652.601,0,293.541.000,0,,,,,49.000.900,0,692.500,0,2.193.611,0,15.809.469.766
31-Mar-2026,KRYA,1.663.943.474,62.229.200,148.783.400,,,,,857.316.869,158.386.900,,,,,500.000,0,,,5,0,0,162.207.800,,,9.913.400,0,63.381.900,0,,,,,,,,,1.224.000,0,1.463.943.474
31-Mar-2026,KSIX,2.137.831.800,320.443.100,1.737.770.000,,,,,77.423.200,0,,,,,,,,,,,,,,,805.300,0,1.390.200,0,,,,,,,,,,,2.137.831.800
31-Mar-2026,KUAS,1.292.808.150,9.713.500,0,,,,,374.610.140,0,,,,,,,,,70,0,,,,,2.901.800,0,2.921.100,0,,,,,,,,,91.000,0,390.237.610
31-Mar-2026,LABA,1.103.402.553,4.731.522,412.033.500,200.000,0,,,676.449.431,0,,,,,600,0,,,,,17.200,0,,,1.144.700,0,8.825.600,0,,,,,,,,,,,1.103.402.553
31-Mar-2026,LABS,3.950.000.000,282.765.300,0,,,,,393.763.700,0,,,,,,,,,,,117.646.900,0,,,821.800,0,35.572.400,0,,,,,,,,,1.500,0,830.571.600
31-Mar-2026,LAJU,2.149.942.974,950.000,0,400,0,,,686.907.654,0,,,,,,,,,20,0,500.000,0,,,10.123.500,0,1.608.900,0,,,,,,,,,12.500,0,700.102.974
31-Mar-2026,LAND,2.792.620.000,133.185.600,0,200,0,,,753.512.000,0,,,,,,,,,,,,,,,16.952.800,0,449.400,0,,,,,,,,,200.000,0,904.300.000
31-Mar-2026,LAPD,3.966.350.139,107.483.219,2.022.838.500,,,,,1.508.861.244,0,,,,,900.000,0,,,83.200,0,,,,,16.357.900,0,293.779.776,0,,,,,,,,,16.046.300,0,3.966.350.139
31-Mar-2026,LCGP,5.630.000.914,513.703.364,0,243.630.723,0,251.878.820,0,978.244.618,0,292.087.817,370.093.277,1.780.785.360,0,241.131.479,0,271.300.510,312.500.000,47.134.454,0,61.800.000,0,,,65.000.107,0,1.461.985,0,,,1.783.700,0,,,,,197.464.700,0,5.630.000.914
31-Mar-2026,LCKM,1.000.000.000,42.815.900,821.447.400,,,,,13.283.000,0,,,,,,,30.000,0,,,4.929.500,0,,,1.028.200,0,116.061.000,0,,,,,,,,,405.000,0,1.000.000.000
31-Mar-2026,LEAD,5.799.616.328,53.606.100,1.345.000.000,,,,,2.250.825.782,294.835.756,,,,,,,1.135.000,0,247,0,18.039.257,0,,,29.182.457,0,7.486.700,0,,,,,405.000.000,0,,,7.486.029,0,4.412.597.328
31-Mar-2026,LFLO,1.307.734.937,182.044.000,0,,,,,106.198.277,319.463.460,,,,,,,,,,,,,,,29.200,0,,,,,,,,,,,,,607.734.937
31-Mar-2026,LIFE,2.100.000.000,99.161.275,262.500.000,,,,,881.500,0,52.356.901,0,1.217.900,0,,,,,2.347.200,0,1.000.000,0,,,429.700,0,1.500,0,0,1.680.000.000,,,102.524,0,,,1.500,0,2.100.000.000
31-Mar-2026,LINK,2.863.195.484,109.308.400,550.316.196,,,,,11.406.490,0,,,31.129.354,0,100,0,,,1.297,0,3.491,0,,,37.721.139,1.986.525.127,394.200,0,,,,,,,,,136.389.690,0,2.863.195.484
31-Mar-2026,LION,520.160.000,,,,,,,25.096.200,0,,,,,,,,,,,32.700.000,0,,,264.500,0,34.180.300,0,,,,,24.000.000,0,,,1.500,0,116.242.500
31-Mar-2026,LIVE,4.593.005.014,91.133.810,3.614.320.000,,,,,818.368.804,0,,,14.550.800,0,,,,,35.400.000,0,2.398.500,0,,,1.296.900,0,13.621.100,0,,,,,,,,,1.915.100,0,4.593.005.014
31-Mar-2026,LMAS,787.851.525,4.874.200,0,,,,,600.291.076,167.164.450,,,,,,,,,12.231.999,0,,,,,70.000,0,1.254.150,0,,,,,,,,,1.965.300,0,787.851.175
31-Mar-2026,LMAX,650.008.775,264.400,0,,,,,157.130.925,35.478.700,,,,,,,,,50,0,,,,,300,0,2.134.400,0,,,,,,,,,,,195.008.775
31-Mar-2026,LMPI,1.008.517.669,7.421.640,132.313.291,40,0,,,64.425.404,302.921.271,,,,,0,57.901.002,15.800,0,1.678,0,34,0,,,100,0,121.000,0,,,,,,,,,4.477.900,0,569.599.160
31-Mar-2026,LMSH,96.000.000,,,,,,,10.416.600,0,,,,,,,,,5.500,0,4.700.000,0,,,64.100,0,25.753.800,0,,,,,,,,,79.500,0,41.019.500
31-Mar-2026,LOPI,1.100.011.289,972.700,738.449.600,,,,,334.286.289,0,,,,,,,,,,,1.000.000,0,,,4.455.500,0,10.750.300,0,,,,,,,,,10.096.900,0,1.100.011.289
31-Mar-2026,LPCK,5.134.685.692,208.630.539,0,,,,,414.039.440,0,1.534.400,0,,,1.345.900,0,153.000,0,6.365.318,0,301,0,,,11.555.854,0,9.789.161,0,,,19.400,0,1.604.275,0,,,3.965.222,0,659.002.810
31-Mar-2026,LPGI,3.000.000.000,147.648.600,543.000.000,,,,,55.326.400,0,0,385.927.000,,,,,,,20.000.000,0,953.200,0,,,838.900,0,631.800,0,0,1.845.000.000,,,,,,,124.100,0,2.999.450.000
31-Mar-2026,LPIN,425.000.000,933.800,347.246.400,,,,,73.655.600,0,,,,,,,,,,,,,,,208.900,0,102.800,0,,,,,,,,,4.500,0,422.152.000
31-Mar-2026,LPKR,70.898.018.369,4.897.834.954,24.683.493.200,10.332.500,0,618.178,0,8.857.265.664,0,232.001.470,0,479.747.250,0,60.020,0,6.202.100,0,35.893.340,0,6.034.117.877,11.259.645.290,,,3.681.400.270,3.624.330.600,168.702.550,0,,,1.456.906.174,0,1.749.656.957,0,278.926.918,0,2.409.052.459,0,69.866.187.771
31-Mar-2026,LPLI,1.170.432.803,75.621.987,592.237.809,55,0,8.582,0,274.507.893,0,125,0,,,,,125.025,0,54.483,0,30.307,213.257.567,,,5.150.118,0,460.565,0,,,500,0,2.846.000,0,,,4.583.310,0,1.168.884.326
31-Mar-2026,LPPF,2.258.279.280,426.837.644,209.992.000,1.386.720,0,,,293.968.114,0,1.816.000,0,17.318.500,0,,,3.801.500,0,1.273.038,0,107.701.030,660.021.796,1.039.900,0,46.442.593,0,27.940.259,0,,,60.970.250,0,12.904.361,300.000.000,23.419.301,0,61.238.550,0,2.258.071.556
31-Mar-2026,LPPS,2.588.250.000,122.374.733,1.747.636.749,250,0,25.600,0,607.217.186,0,,,,,,,,,435.060,0,25,0,,,93.604.007,0,2.548.150,0,,,,,263.500,0,,,7.477.529,0,2.581.582.789
31-Mar-2026,LRNA,350.000.022,25.998.800,45.285.500,,,,,51.509.622,26.546.000,,,,,,,,,624.500,0,,,,,100,0,35.400,0,,,,,,,,,100,0,150.000.022
31-Mar-2026,LSIP,6.819.963.965,59.332.400,0,24.478.700,0,3.243.510,0,1.046.568.957,0,629.744.700,0,97.799.100,0,100,0,62.638.750,0,24.144.452,0,41.250.319,0,,,154.501.018,0,33.755.400,0,1.481.500,0,300.903.948,0,102.802.078,0,161.734.910,0,15.937.068,0,2.760.316.910
31-Mar-2026,LTLS,1.560.000.000,105.206.500,395.311.200,1.000,0,51.200,0,221.171.190,0,200,0,,,,,,,3.038,0,165.292.000,0,,,43.978.300,0,15.491.000,0,206.100,0,920.900,0,19.940.700,0,410.672,0,3.420.800,0,971.404.800
31-Mar-2026,LUCK,715.749.640,2.154.900,0,,,,,171.879.000,417.997.800,,,,,,,,,10.000,0,0,106.889.040,,,14.651.200,0,198.300,0,,,,,,,,,1.969.400,0,715.749.640
31-Mar-2026,LUCY,1.514.773.893,22.871.700,900.141.542,,,,,201.912.565,383.584.486,,,,,,,,,,,,,,,6.252.800,0,10.800,0,,,,,,,,,,,1.514.773.893
31-Mar-2026,MABA,15.365.229.912,1.218.092.665,2.329.493.800,287.894,0,501.305.156,0,2.936.950.775,1.064.850.000,736.393.127,0,3.681.123.790,0,0,2.554.310.600,10.192.244,0,147.840.320,0,794.000,0,,,101.265.416,0,4.219.125,0,,,,,,,,,78.001.000,0,15.365.119.912
31-Mar-2026,MAGP,9.000.000.004,227.407.123,5.921.361.800,202.100,0,,,2.104.377.436,0,5.248.000,0,50.000.000,0,100.000,0,33.218.000,600.000.000,4.553.445,0,,,,,845.500,0,51.494.300,0,,,,,,,,,1.192.300,0,9.000.000.004
31-Mar-2026,MAHA,16.666.000.000,395.804.800,0,,,,,2.743.375.300,0,,,,,750.000,0,,,400.083,0,3.712.200,0,,,22.317.900,0,929.577.600,0,,,10.448.700,0,33.343.984,0,24.083.033,0,2.186.400,0,4.166.000.000
31-Mar-2026,MAIN,2.238.750.000,62.026.450,112.970.000,100.000,0,,,270.066.936,0,1.463.800,0,,,,,1.772.400,0,669.326,0,1.003.454,1.282.143.142,,,109.824.760,0,254.865.447,0,,,7.429.561,0,15.165.976,0,6.613.097,0,112.635.651,0,2.238.750.000
31-Mar-2026,MAMI,12.299.317.590,704.831.513,790.075.614,,,,,6.471.967.089,0,1.037,0,,,209.320.000,0,46.545.000,0,1.395.001,0,,,,,126.309.338,0,22.947.092,0,,,,,,,,,1.163.000,0,8.374.554.684
31-Mar-2026,MAMIP,6.000.000,147.500,0,,,,,1.985.500,3.406.500,,,,,,,,,52.000,0,,,,,,,1.000,0,,,,,,,,,,,5.592.500
31-Mar-2026,MANG,3.812.570.582,41.359.100,0,,,,,680.152.582,2.790.000.000,,,,,,,500.000,0,60,0,,,,,9.859.800,0,30.699.040,0,,,,,,,,,,,3.552.570.582
31-Mar-2026,MANY,112.460.000,192.500,93.753.500,494.500,0,,,17.584.000,0,,,,,2.500,0,,,404.500,0,,,,,,,25.000,0,,,,,,,,,,,112.456.500
31-Mar-2026,MAPA,28.504.000.000,39.001.950,0,21.395.200,0,,,417.534.051,0,1.067.742.100,0,806.621.179,0,,,148.938.100,0,2.713.513,0,634.773.948,0,31.974.987,0,797.158.090,0,116.632.400,0,9.142.100,0,3.241.686.699,0,912.792.973,0,425.093.383,0,215.808.527,0,8.889.009.200
31-Mar-2026,MAPB,2.387.922.900,130.945.567,0,,,,,6.292.600,0,,,,,,,,,,,0,480.834.533,,,362.600,0,1.780.600,0,,,,,,,,,76.507.000,0,696.722.900
31-Mar-2026,MAPI,16.600.000.000,82.577.300,8.466.000.000,33.092.900,0,,,295.629.974,0,1.596.369.500,0,562.773.438,0,,,192.196.300,0,1.726.665,0,307.208.754,0,9.484.400,0,571.951.867,0,10.647.700,0,6.939.700,0,3.324.796.525,0,409.679.925,0,597.880.497,0,131.044.555,0,16.600.000.000
31-Mar-2026,MARI,5.252.644.000,100.852.507,2.967.026.474,388.275,0,,,2.115.884.247,0,124.131,0,8.962.423,0,,,485.500,0,167,0,1.775.200,0,,,49.045.200,0,7.797.376,0,,,,,,,,,302.500,0,5.252.644.000
31-Mar-2026,MARK,3.800.000.310,8.375.186,1.371.370.809,,,,,410.387.214,0,,,8.065.800,0,,,400.000,0,237.697,0,2.945.906,0,,,228.809.530,0,129.248.457,0,,,410.000,0,166.752.061,0,,,24.157.467,0,2.351.160.127
31-Mar-2026,MASB,1.402.010.763,238.619.100,0,,,,,48.222.563,0,,,,,,,,,,,28.550.000,0,,,9.700,0,2.400,0,,,,,,,,,63.257.000,0,378.660.763
31-Mar-2026,MAXI,9.610.099.981,250.000.000,7.468.507.720,,,,,1.840.307.261,0,,,,,,,,,,,,,,,8.293.800,0,38.554.500,0,,,,,,,,,4.436.700,0,9.610.099.981
31-Mar-2026,MAYA,26.167.857.730,393.601,0,,,,,2.565.740.701,0,2,0,2.412.810,0,121,0,,,1.623.082,0,2.979.323.664,0,,,1.207.878.738,0,1.573.450,0,0,2.244.483.676,34.213.408,0,3.565.102,0,357.400,0,1.572.453,0,9.043.138.208
31-Mar-2026,MBAP,1.227.271.952,288.800,478.636.060,7.000,0,,,69.743.254,0,,,31.900,0,4.300,0,,,542,0,6.995,0,73.896,0,50.810.001,0,295.046,0,102.500,0,563.495,0,345.914,0,448.313,0,5.244,0,601.363.260
31-Mar-2026,MBMA,107.995.419.900,11.931.629.621,59.941.808.277,44.906.700,0,,,14.037.441.022,0,1.049.189.500,0,1.190.807.230,0,1.395.500,0,138.824.150,0,164.079.714,0,6.736.230.351,0,,,3.519.247.739,0,242.760.100,0,46.352.700,0,624.648.029,0,33.714.100,0,127.476.200,0,15.848.967,0,99.846.359.900
31-Mar-2026,MBSS,1.750.026.639,108.719.700,1.443.766.800,5.200,0,,,178.520.867,0,32.700,0,75.800,0,25.000,0,,,806.078,0,373.971,0,,,13.960.010,0,173.100,0,,,246.082,0,3.177.609,0,7.200,0,136.522,0,1.750.026.639
31-Mar-2026,MBTO,1.070.000.000,37.256.100,0,,,,,266.560.300,0,,,,,20.000,0,2.732.000,0,37.080.600,0,2.119.000,0,,,5.921.100,0,921.800,0,,,,,,,,,2.389.100,0,355.000.000
31-Mar-2026,MCAS,867.933.300,200.606.488,161.202.100,,,,,121.092.789,71.054.900,32.100,0,,,,,,,14.084.023,72.288.200,13.988.484,98.902.300,,,1.489.400,83.070.600,2.981.700,0,,,1.273.000,0,25.015.000,0,,,852.216,0,867.933.300
31-Mar-2026,MCOL,3.555.560.000,201.107.900,0,,,,,148.397.000,0,,,,,,,,,381,0,102.117,0,13.107,0,186.999,0,403.200,0,,,623.960,0,2.112.137,0,2.610.283,0,2.916,0,355.560.000
31-Mar-2026,MCOR,37.919.730.514,1.131.306.493,0,203.200,0,,,3.717.597.879,2.509.223.853,200,0,,,,,14.700.000,0,13.608,0,0,22.751.563.707,,,1.702.809.684,0,14.251.427,0,,,34.588.300,0,714.657.928,0,1.353.400,0,9.406.700,3.112.832.456,35.714.508.835
31-Mar-2026,MDIA,39.215.538.400,1.052.493.900,35.293.863.400,,,,,1.445.566.600,0,37.728.000,0,100,0,,,,,441.159.000,0,663.499.000,0,,,90.675.300,0,104.100,0,,,2.169.400,0,187.154.600,0,,,1.000.000,0,39.215.413.400
31-Mar-2026,MDIY,25.190.392.000,174.400,0,607.700,0,,,541.323.200,0,93.809.500,0,20.555.900,0,,,604.500,0,230.207,0,666.926.893,14.773.315.100,,,349.563.900,0,2.484.020.300,4.966.962.700,,,118.736.000,0,8.006.100,0,207.283.100,0,958.272.500,0,25.190.392.000
31-Mar-2026,MDKA,24.472.983.771,1.593.432.074,8.984.050.221,28.571.840,0,,,2.026.455.777,1.826.062.554,1.803.924.909,0,711.758.396,0,248.605,0,154.638.980,0,16.712.545,0,2.390.462.904,0,207.800,0,1.850.740.715,0,294.000.154,0,54.660.137,0,1.065.275.599,0,325.450.555,0,308.761.538,0,64.317.068,0,23.499.732.371
31-Mar-2026,MDKI,2.530.150.002,76.145.201,0,18,0,,,297.177.770,0,,,7.711.984,0,130,0,,,278,0,,,,,6.223.500,0,325.640,0,,,,,,,,,58.690.480,0,446.275.001
31-Mar-2026,MDLA,14.012.825.000,266.264.700,0,,,,,371.283.300,0,,,60.129.000,0,,,159.500.000,0,1.885.200,0,385.509.700,0,,,492.083.800,0,1.104.700,0,,,720.392.000,0,,,,,4.672.600,1.050.000.000,3.512.825.000
31-Mar-2026,MDLN,12.533.067.322,1.382.349.060,1.704.064.426,254.819,0,200,0,3.071.639.470,1.216.996.800,580.157,0,42.649.212,0,144.578.596,0,39.600,0,38.688.886,1.916.346.620,193.574.578,932.515.721,,,22.780.795,825.600.100,8.974.628,0,,,5.400,0,1.026.949.100,0,,,1.319.852,0,12.529.908.020
31-Mar-2026,MDRN,7.632.167.798,37.843.087,1.305.147.327,37,0,693.000,0,1.434.982.715,2.689.080.200,125.000,0,163.042.254,0,4.000.079,0,,,120.870,0,1.362.819,602.931.700,,,104.268.900,473.640.818,49.475.654,0,,,,,3.735.133,0,,,31.179.450,0,6.901.629.043
31-Mar-2026,MEDC,25.136.231.252,1.331.933.672,12.944.140.124,14.021.197,0,4.452.000,0,1.418.355.807,0,898.393.128,0,787.491.850,0,862.633,0,117.019.066,0,23.802.912,0,307.812.568,5.395.205.771,17.914.900,0,282.721.012,0,84.480.306,0,23.160.300,0,875.734.945,0,202.939.723,0,295.341.795,0,26.344.543,0,25.052.128.252
31-Mar-2026,MEDS,1.562.500.000,52.245.800,0,,,,,532.986.900,932.370.900,,,,,,,700.000,0,,,,,,,1.448.500,0,42.747.900,0,,,,,,,,,,,1.562.500.000
31-Mar-2026,MEGA,11.740.923.365,3.233.501.150,6.812.223.614,47,0,,,22.408.407,0,1.147.385.470,0,6.151.000,0,,,,,460.672,0,510.687.899,0,,,94.874,0,7.726.825,0,,,,,,,,,283.407,0,11.740.923.365
31-Mar-2026,MEJA,2.235.502.042,24.275.200,878.845.100,12.475.700,0,,,1.304.281.442,0,,,,,,,,,,,,,,,8.466.600,0,649.800,0,,,,,,,,,8.200,0,2.229.002.042
31-Mar-2026,MENN,1.434.052.006,98.030.300,0,35,0,,,1.046.507.204,263.500.000,,,,,,,,,67,0,,,,,4.447.800,0,21.566.600,0,,,,,,,,,,,1.434.052.006
31-Mar-2026,MERI,1.035.132.500,123.200,0,,,,,232.368.800,0,,,,,,,,,97.800,0,,,,,452.900,0,2.089.800,0,,,,,,,,,,,235.132.500
31-Mar-2026,MERK,448.000.000,235.900,0,,,8.000,0,35.950.880,0,,,,,,,80.400,0,1.210.100,0,60.000,56.711.920,,,5.913.600,0,2.267.600,0,,,,,9.668.900,0,,,657.700,0,112.765.000
31-Mar-2026,META,17.710.708.194,390.397.778,17.204.056.874,,,,,115.693.865,0,,,,,50,0,,,125.440,0,30,0,,,343.300,0,88.250,0,,,,,2.607,0,,,,,17.710.708.194
31-Mar-2026,MFMI,757.581.000,29.400,0,,,,,3.962.000,0,,,,,,,,,,,0,752.632.700,,,200,0,183.700,0,,,760.000,0,,,,,13.000,0,757.581.000
31-Mar-2026,MGLV,1.904.883.411,241.207.400,1.500.000.000,,,,,83.448.711,0,,,,,,,,,11.859.300,0,36.400,0,,,67.407.400,0,109.700,0,,,,,,,,,814.500,0,1.904.883.411
31-Mar-2026,MGNA,3.411.002.026,342.722.400,2.394.283.423,,,,,180.277.103,0,,,60.000.000,0,,,,,71.200.000,0,170.000.000,180.000.000,,,6.317.600,0,6.201.500,0,,,,,,,,,,,3.411.002.026
31-Mar-2026,MGRO,3.554.445.700,67.743.000,2.004.749.900,,,,,433.923.128,0,,,,,,,,,72,0,0,810.000.000,,,11.959.400,0,47.587.300,0,,,,,,,,,178.482.800,0,3.554.445.600
31-Mar-2026,MHKI,3.750.000.000,3.511.300,2.947.500.000,,,,,768.427.400,0,,,,,,,,,1.760.000,0,,,,,23.381.600,0,3.144.700,0,,,,,,,,,2.275.000,0,3.750.000.000
31-Mar-2026,MICE,600.000.000,4.011.700,329.560.918,,,,,54.768.260,69.043.300,,,662.500,0,,,,,118,0,11.000.158,0,,,1.998.800,0,210.000,0,,,,,70.333.268,0,23.444.468,0,34.729.000,0,599.762.490
31-Mar-2026,MIDI,33.435.294.800,1.736.954.329,25.775.473.000,20.325.530,0,,,2.375.917.627,0,1.064.226.266,0,590.101.701,0,2.156.200,0,85.489.080,0,124.696.326,0,17.300.536,0,,,648.699.385,0,6.246.720,0,5.014.800,0,329.166.446,0,538.238.658,0,70.010.200,0,45.277.996,0,33.435.294.800
31-Mar-2026,MIKA,13.907.481.500,2.582.929.700,8.991.740.800,12.333.801,0,,,271.780.539,0,487.183.300,0,179.454.201,0,673.300,0,113.303.300,0,484.027,0,94.904.168,0,,,40.635.794,0,289.300,0,4.158.100,0,498.254.841,0,418.842.259,0,203.636.638,0,6.877.432,0,13.907.481.500
31-Mar-2026,MINA,9.843.750.000,543.361.968,3.000.000.000,165.421,0,,,3.429.145.561,2.462.224.659,623.050,0,320.016.343,0,88,0,133,0,1.400.524,0,153,0,,,76.027.800,0,10.605.855,0,,,,,,,,,178.445,0,9.843.750.000
31-Mar-2026,MINE,4.084.435.300,28.425.300,3.300.000.000,,,,,554.520.900,0,,,,,,,,,,,115.017.800,0,,,59.703.795,0,16.344.700,0,,,10.062.105,0,,,,,360.700,0,4.084.435.300
31-Mar-2026,MIRA,3.961.452.039,783.061.300,691.596.681,496.700,0,727.600,0,2.378.671.770,0,,,150.000,0,150.000,0,850.000,0,45.160.560,0,40,0,,,23.098.988,0,34.342.400,0,,,,,87.500,0,,,2.182.500,0,3.960.576.039
31-Mar-2026,MITI,3.750.526.603,252.796.636,2.823.191.709,120,0,596.305,0,451.676.352,205.526.016,,,,,750.000,0,,,584.950,0,23.004,0,,,10.416.900,0,2.865.675,0,,,,,1.782.400,0,,,220.867,0,3.750.430.934
