date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless_raw,holdings_scrip_raw,total_holding_shares_raw,percentage_raw
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,ADARO STRATEGIC INVESTMENTS,CP,L,,INDONESIA,3.200.142.830,0,3.200.142.830,"41,10"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,1.197.023.942,0,1.197.023.942,"15,37"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,GARIBALDI THOHIR,ID,L,INDONESIAN,INDONESIA,454.011.607,0,454.011.607,"5,83"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,340.897.429,0,340.897.429,"4,38"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,EDWIN SOERYADJAYA,ID,L,INDONESIAN,INDONESIA,273.955.636,0,273.955.636,"3,52"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,IR. T. PERMADI RACHMAT,ID,L,INDONESIAN,INDONESIA,254.992.918,0,254.992.918,"3,27"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,SANDIAGA SALAHUDDIN UNO,ID,L,INDONESIAN,INDONESIA,159.027.175,0,159.027.175,"2,04"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,PERSADA CAPITAL INVESTAMA,CP,L,,INDONESIA,220.609.170,0,220.609.170,"2,83"
31-Mar-2026,AADI,ADARO ANDALAN INDONESIA Tbk,PT TRINUGRAHA THOHIR,CP,L,,INDONESIA,89.926.520,0,89.926.520,"1,15"
31-Mar-2026,AALI,ASTRA AGRO LESTARI Tbk,PT ASTRA INTERNATIONAL TBK,CP,L,,INDONESIA,0,1.533.682.440,1.533.682.440,"79,68"
31-Mar-2026,AALI,ASTRA AGRO LESTARI Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,41.979.300,0,41.979.300,"2,18"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,PT BEYOND MEDIA,CP,L,,INDONESIA,1.592.831.618,0,1.592.831.618,"40,47"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,SOLIC KREASI BARU PT,CP,L,,INDONESIA,542.042.122,0,542.042.122,"13,77"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,MEDIAHUIS IRELAND LIMITED,,,,,0,282.886.300,282.886.300,"7,19"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,DRS. WINARTO,ID,L,INDONESIAN,,178.745.400,0,178.745.400,"4,54"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,YAYASAN ABDI BANGSA,,,,,0,111.372.886,111.372.886,"2,83"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,YAYASAN BINA SEJAHTERA WARGA BULOG,,,,,0,52.975.286,52.975.286,"1,35"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,PT KAIROS EKSPRES INTERNASIONAL,CP,L,,INDONESIA,52.362.500,0,52.362.500,"1,33"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,PT.Grid One Media,CP,L,,INDONESIA,43.791.628,0,43.791.628,"1,11"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,TJEN FOENG FA,ID,L,INDONESIAN,INDONESIA,41.856.300,0,41.856.300,"1,06"
31-Mar-2026,ABBA,MAHAKA MEDIA Tbk,PEARL HILL INVESTMENTS LTD,IB,F,,"VIRGIN ISLANDS, BRITISH",39.999.999,0,39.999.999,"1,02"
31-Mar-2026,ABDA,ASURANSI BINA DANA ARTA Tbk,OONA INDONESIA PTE LTD,IS,F,,SINGAPORE,538.555.304,0,538.555.304,"86,75"
31-Mar-2026,ABDA,ASURANSI BINA DANA ARTA Tbk,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,30.499.400,0,30.499.400,"4,91"
31-Mar-2026,ABDA,ASURANSI BINA DANA ARTA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,28.000.000,0,28.000.000,"4,51"
31-Mar-2026,ABDA,ASURANSI BINA DANA ARTA Tbk,SKYLIGHT INVESTMENT LTD,CP,F,,CAYMAN ISLANDS,21.728.234,0,21.728.234,"3,50"
31-Mar-2026,ABMM,ABM INVESTAMA Tbk,PT TIARA MARGA TRAKINDO,CP,L,,INDONESIA,1.474.573.133,0,1.474.573.133,"53,56"
31-Mar-2026,ABMM,ABM INVESTAMA Tbk,VALLE VERDE PTE LTD,CP,F,,SINGAPORE,702.349.867,0,702.349.867,"25,51"
31-Mar-2026,ABMM,ABM INVESTAMA Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,155.382.400,0,155.382.400,"5,64"
31-Mar-2026,ABMM,ABM INVESTAMA Tbk,NOBLE INVESTMENT CORPORATION (SPC) LTD.,CP,F,,CAYMAN ISLANDS,96.446.100,0,96.446.100,"3,50"
31-Mar-2026,ACES,ASPIRASI HIDUP INDONESIA Tbk,PT KAWAN LAMA SEJAHTERA,CP,L,,INDONESIA,10.272.189.700,0,10.272.189.700,"60,00"
31-Mar-2026,ACES,ASPIRASI HIDUP INDONESIA Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,IB,F,,UNITED KINGDOM,494.894.900,0,494.894.900,"2,89"
31-Mar-2026,ACES,ASPIRASI HIDUP INDONESIA Tbk,NT TST CO S/A EDGBASTON ASIAN EQUITY (JERSEY) TRUST,OT,F,,JERSEY,199.072.300,0,199.072.300,"1,16"
31-Mar-2026,ACES,ASPIRASI HIDUP INDONESIA Tbk,PT. PRUDENTIAL LIFE ASSURANCE,IS,L,,INDONESIA,183.863.700,0,183.863.700,"1,07"
31-Mar-2026,ACES,ASPIRASI HIDUP INDONESIA Tbk,MERCER QIF FUND PLC,MF,F,,IRELAND,172.752.200,0,172.752.200,"1,01"
31-Mar-2026,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,TAE SUNG CHUNG,ID,F,SOUTH KOREAN,INDONESIA,2.720.072.495,0,2.720.072.495,"78,40"
31-Mar-2026,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,JOO HEE KO,ID,F,SOUTH KOREAN,INDONESIA,155.459.000,0,155.459.000,"4,48"
31-Mar-2026,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,SUMAN KIM,ID,F,SOUTH KOREAN,INDONESIA,131.628.700,0,131.628.700,"3,79"
31-Mar-2026,ACRO,SAMCRO HYOSUNG ADILESTARI Tbk,KYUNGHEE KO,ID,F,SOUTH KOREAN,INDONESIA,107.563.300,0,107.563.300,"3,10"
31-Mar-2026,ACST,ACSET INDONUSA Tbk,PT. KARYA SUPRA PERKASA,CP,L,,INDONESIA,16.115.027.968,0,16.115.027.968,"91,17"
31-Mar-2026,ADCP,ADHI COMMUTER PROPERTI Tbk,ADHI KARYA PERSERO TBK PT.,CP,L,,INDONESIA,0,19.999.900.000,19.999.900.000,"90,00"
31-Mar-2026,ADES,AKASHA WIRA INTERNATIONAL Tbk,WATER PARTNERS BOTTLING SA,CP,F,,SWITZERLAND,538.896.713,0,538.896.713,"91,35"
31-Mar-2026,ADES,AKASHA WIRA INTERNATIONAL Tbk,DRS SURONO SUBEKTI,ID,L,INDONESIAN,INDONESIA,6.106.500,0,6.106.500,"1,04"
31-Mar-2026,ADHI,ADHI KARYA (PERSERO) Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,CP,L,,,0,5.354.686.054,5.354.686.054,"63,69"
31-Mar-2026,ADHI,ADHI KARYA (PERSERO) Tbk,"PANIN SEKURITAS Tbk, PT",SC,L,,INDONESIA,237.909.268,0,237.909.268,"2,83"
31-Mar-2026,ADHI,ADHI KARYA (PERSERO) Tbk,PT. MITRACOMM EKASARANA,CP,L,,INDONESIA,158.419.800,0,158.419.800,"1,88"
31-Mar-2026,ADHI,ADHI KARYA (PERSERO) Tbk,SALIM LIM,ID,L,INDONESIAN,INDONESIA,140.259.823,0,140.259.823,"1,67"
31-Mar-2026,ADHI,ADHI KARYA (PERSERO) Tbk,PT WARUNA NUSASENTANA,CP,L,,INDONESIA,96.194.100,0,96.194.100,"1,14"
31-Mar-2026,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,"BANK DANAMON INDONESIA Tbk, PT - REGISTRAR",IB,L,,INDONESIA,920.700.000,0,920.700.000,"74,50"
31-Mar-2026,ADMF,ADIRA DINAMIKA MULTI FINANCE Tbk,MUFG Bank Ltd,IB,F,,JAPAN,233.757.759,0,233.757.759,"18,92"
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,PROVESTMENT LIMITED,OT,F,,"VIRGIN ISLANDS, BRITISH",1.925.414.417,0,1.925.414.417,"49,51"
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,"GAJAH TUNGGAL, TbK. PT.",CP,L,,INDONESIA,994.150.000,0,994.150.000,"25,56"
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,PT SATYA MULIA GEMA GEMILANG,CP,L,,INDONESIA,405.356.593,0,405.356.593,"10,42"
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,SOETIKNO HARTO SOEWITO,ID,L,INDONESIAN,,104.848.300,0,104.848.300,"2,70"
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,DRS LO KHENG HONG,ID,L,INDONESIAN,INDONESIA,50.318.100,0,50.318.100,"1,29"
31-Mar-2026,ADMG,POLYCHEM INDONESIA Tbk,NEW WORLD GLOBAL LIMITED,CP,F,,,0,39.997.466,39.997.466,"1,03"
31-Mar-2026,ADMR,ALAMTRI MINERALS INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,34.933.166.100,0,34.933.166.100,"85,45"
31-Mar-2026,ADMR,ALAMTRI MINERALS INDONESIA Tbk,VERANUS CAPITAL PTE. LTD.,IB,F,,SINGAPORE,532.762.560,0,532.762.560,"1,30"
31-Mar-2026,ADMR,ALAMTRI MINERALS INDONESIA Tbk,SILVERCITY ENTERPRISE LIMITED,CP,F,,HONG KONG,436.463.680,0,436.463.680,"1,07"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,ADARO STRATEGIC INVESTMENTS,CP,L,,INDONESIA,14.045.425.500,0,14.045.425.500,"47,79"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,GARIBALDI THOHIR,ID,L,INDONESIAN,INDONESIA,1.976.632.710,0,1.976.632.710,"6,73"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,1.174.890.670,0,1.174.890.670,"4,00"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,EDWIN SOERYADJAYA,ID,L,INDONESIAN,INDONESIA,1.051.738.544,0,1.051.738.544,"3,58"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,IR. T. PERMADI RACHMAT,ID,L,INDONESIAN,INDONESIA,890.218.901,0,890.218.901,"3,03"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,SANDIAGA SALAHUDDIN UNO,ID,L,INDONESIAN,INDONESIA,611.849.202,0,611.849.202,"2,08"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,ALAMTRI RESOURCES INDONESIA TBK PT,CP,L,,INDONESIA,589.195.200,0,589.195.200,"2,00"
31-Mar-2026,ADRO,ALAMTRI RESOURCES INDONESIA Tbk,KOREA SOUTH-EAST POWER CO.LTD,CP,F,,"KOREA, REPUBLIC OF",480.000.000,0,480.000.000,"1,63"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,J SUWANTA SINARYA DR,ID,L,INDONESIAN,INDONESIA,555.649.980,0,555.649.980,"55,23"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,44.095.700,0,44.095.700,"4,38"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,OEY JOHAN SINATRA SUMAWI,ID,L,INDONESIAN,INDONESIA,25.350.010,0,25.350.010,"2,52"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,JEIHAN SUMAWI PUTRA,ID,L,INDONESIAN,INDONESIA,25.000.010,0,25.000.010,"2,48"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,PHILLIP SECURITIES PTE LTD,SC,F,,SINGAPORE,14.704.300,0,14.704.300,"1,46"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,HASANUDIN,ID,L,INDONESIAN,INDONESIA,14.176.800,0,14.176.800,"1,41"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,ANI ROLIYANI,ID,L,INDONESIAN,INDONESIA,11.425.700,0,11.425.700,"1,14"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,ANDY TANUJAYA,ID,L,INDONESIAN,INDONESIA,11.005.000,0,11.005.000,"1,09"
31-Mar-2026,AEGS,ANUGERAH SPAREPARTS SEJAHTERA Tbk,KUSWIRA,ID,L,INDONESIAN,INDONESIA,10.232.600,0,10.232.600,"1,02"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,PT. INDO KREASI PRATAMA,CP,L,,INDONESIA,450.000.000,0,450.000.000,"45,00"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,PT. SINAR TERANG ASIA RAYA,CP,L,,INDONESIA,299.927.300,0,299.927.300,"29,99"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,PT. BENGAWAN TIMUR LAJU,CP,L,,INDONESIA,43.000.000,0,43.000.000,"4,30"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,WILDA TETY ARYDESIA,ID,L,INDONESIAN,INDONESIA,41.000.000,0,41.000.000,"4,10"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,L. HAUW LIONG (LIANTO G),ID,L,INDONESIAN,INDONESIA,40.392.900,0,40.392.900,"4,04"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,HENRY TIRTASAPUTRA JUNIOR,ID,L,INDONESIAN,INDONESIA,40.000.000,0,40.000.000,"4,00"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,ROBIN GOENADI,ID,L,INDONESIAN,INDONESIA,39.777.500,0,39.777.500,"3,98"
31-Mar-2026,AGAR,ASIA SEJAHTERA MINA Tbk,INTAN POLANARIA SANTOSA,ID,L,INDONESIAN,INDONESIA,33.219.300,0,33.219.300,"3,32"
31-Mar-2026,AGII,SAMATOR INDO GAS Tbk,PT SAMATOR,CP,L,,INDONESIA,709.549.020,371.144.000,1.080.693.020,"35,24"
31-Mar-2026,AGII,SAMATOR INDO GAS Tbk,MATRIX COMPANY LIMITED,CP,F,,JERSEY,986.967.780,0,986.967.780,"32,18"
31-Mar-2026,AGII,SAMATOR INDO GAS Tbk,PT. ANEKA MEGA ENERGI,CP,L,,INDONESIA,0,459.999.000,459.999.000,"15,00"
31-Mar-2026,AGII,SAMATOR INDO GAS Tbk,SARATOGA INVESTAMA SEDAYA TBK PT,CP,L,,INDONESIA,306.666.000,0,306.666.000,"10,00"
31-Mar-2026,AGII,SAMATOR INDO GAS Tbk,ZICO TRUST (S) LTD,CP,F,,SINGAPORE,91.633.900,0,91.633.900,"2,99"
31-Mar-2026,AGRO,BANK RAYA INDONESIA Tbk,"PT BANK RAKYAT INDONESIA (PERSERO), TBK",IB,L,,INDONESIA,21.239.760.958,247.401.079,21.487.162.037,"86,85"
31-Mar-2026,AGRO,BANK RAYA INDONESIA Tbk,DANA PENSUN PERKEBUNAN,PF,L,,INDONESIA,600.703.375,0,600.703.375,"2,43"
31-Mar-2026,AGRS,BANK IBK INDONESIA Tbk,INDUSTRIAL BANK OF KOREA,OT,F,,"KOREA, REPUBLIC OF",4.701.453.340,39.090.909.045,43.792.362.385,"91,49"
31-Mar-2026,AGRS,BANK IBK INDONESIA Tbk,PT KOREA INVESTMENT AND SEKURITAS INDONESIA - REGISTRAR,SC,L,,INDONESIA,1.414.728.100,0,1.414.728.100,"2,96"
31-Mar-2026,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,PT ASURANSI CENTRAL ASIA,IS,L,,INDONESIA,3.066.343.009,0,3.066.343.009,"62,58"
31-Mar-2026,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,SENDRA GUNAWAN,ID,L,INDONESIAN,INDONESIA,566.781.066,0,566.781.066,"11,57"
31-Mar-2026,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,TAN KAH HO,ID,F,SINGAPOREAN,SINGAPORE,119.929.263,0,119.929.263,"2,45"
31-Mar-2026,AHAP,ASURANSI HARTA AMAN PRATAMA Tbk,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,IS,F,,THAILAND,64.086.000,0,64.086.000,"1,31"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,PT AIMS INDO INVESTAMA,CP,L,,INDONESIA,68.556.991,0,68.556.991,"31,16"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,PT DELTA WIBAWA BERSAMA,CP,L,,INDONESIA,68.493.151,0,68.493.151,"31,13"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,IR EFENDI LEMAN,ID,L,INDONESIAN,INDONESIA,11.155.000,0,11.155.000,"5,07"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,LIQIN LING,ID,F,CHINESE,CHINA,9.681.000,0,9.681.000,"4,40"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,MELDY TANNOS,ID,L,INDONESIAN,INDONESIA,6.271.000,0,6.271.000,"2,85"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,INDRAWATI TJENDANA,ID,L,INDONESIAN,INDONESIA,4.432.700,0,4.432.700,"2,01"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,LIANG ZHANG,ID,F,CHINESE,CHINA,3.829.000,0,3.829.000,"1,74"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,ABEL IGNATIUS AUREY,ID,L,INDONESIAN,INDONESIA,2.837.000,0,2.837.000,"1,29"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,ANTHONY SETIADI,ID,L,INDONESIAN,INDONESIA,2.737.000,0,2.737.000,"1,24"
31-Mar-2026,AIMS,ARTHA MAHIYA INVESTAMA Tbk,NUGRAHANING DYAH LARASATI,ID,L,INDONESIAN,INDONESIA,2.237.700,0,2.237.700,"1,02"
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,PT. PANGAN SEJAHTERA INVESTAMA,CP,L,,INDONESIA,5.446.478.300,0,5.446.478.300,"58,49"
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,PT ASTA ASKARA SENTOSA,CP,L,,INDONESIA,1.441.374.472,0,1.441.374.472,"15,48"
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,PRIMANEX LIMITED,CP,F,,BRITISH INDIAN OCEAN TERRITORY,173.114.557,0,173.114.557,"1,86"
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,169.350.483,0,169.350.483,"1,82"
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,UBS AG SINGAPORE BRANCH,IB,F,,SINGAPORE,158.836.700,0,158.836.700,"1,71"
31-Mar-2026,AISA,FKS FOOD SEJAHTERA Tbk,TROPHY INVESTORS II Ltd,CP,F,,BRITISH INDIAN OCEAN TERRITORY,146.693.750,0,146.693.750,"1,58"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RENALDIJAYA EKAINTI,CP,L,,INDONESIA,1.036.756.100,0,1.036.756.100,"16,08"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT BINTANG BERSINAR CEMERLANG,CP,L,,INDONESIA,721.187.100,0,721.187.100,"11,18"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT GEMA BUSANA RAYA,CP,L,,INDONESIA,394.611.900,0,394.611.900,"6,12"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KOREK API GUNA MANDIRI,CP,L,,INDONESIA,358.795.300,0,358.795.300,"5,56"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT SUKSES SELALU SEMPURNA,CP,L,,INDONESIA,251.735.200,0,251.735.200,"3,90"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,RENA LUCIANI HUSADA,ID,L,INDONESIAN,INDONESIA,250.000.100,0,250.000.100,"3,88"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RELBI JAYA EKA INTI,CP,L,,INDONESIA,223.590.000,0,223.590.000,"3,47"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,OIL AND GAS VENTURES LIMITED,CP,F,,SEYCHELLES,195.289.000,0,195.289.000,"3,03"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT ANTARIKSA BINTANG CEMERLANG,CP,L,,INDONESIA,190.502.200,0,190.502.200,"2,95"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT CIHAMPELAS SEJUTA BUSANA,CP,L,,INDONESIA,183.698.600,0,183.698.600,"2,85"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KAGUM KARYA UTAMA,CP,L,,INDONESIA,147.670.900,0,147.670.900,"2,29"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KAGUM MAKMUR UTAMA,CP,L,,INDONESIA,138.442.000,0,138.442.000,"2,15"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. KAGUM JAYA EKA INTI,CP,L,,INDONESIA,136.701.600,0,136.701.600,"2,12"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT JOKOWOW INDONESIA HEBAT,CP,L,,INDONESIA,134.889.200,0,134.889.200,"2,09"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT LOKASI EMAS INDONESIA PROPERTI,CP,L,,INDONESIA,126.925.800,0,126.925.800,"1,97"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RESTI JAYA EKA INTI,CP,L,,INDONESIA,126.601.700,0,126.601.700,"1,96"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT. RENA JAYA EKA INTI,CP,L,,INDONESIA,122.608.200,0,122.608.200,"1,90"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT KAGUM UTAMA JAYA,CP,L,,INDONESIA,117.865.600,0,117.865.600,"1,83"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT KAGUM KARYA MAKMUR,CP,L,,INDONESIA,117.407.100,0,117.407.100,"1,82"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT MAJU KARYA SRIKANDI,CP,L,,INDONESIA,108.858.400,0,108.858.400,"1,69"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT TALENTA USAHA PRIMA,CP,L,,INDONESIA,81.643.800,0,81.643.800,"1,27"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT GEMPAR BUSANA JAYA,CP,L,,INDONESIA,81.643.800,0,81.643.800,"1,27"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,KINGSWOOD UNION CORPORATION,OT,F,,"VIRGIN ISLANDS, BRITISH",72.535.000,0,72.535.000,"1,12"
31-Mar-2026,AKKU,ANUGERAH KAGUM KARYA UTAMA Tbk,PT LENTERA BINTANG TERANG,CP,L,,INDONESIA,68.036.500,0,68.036.500,"1,05"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,TIARA INTIMAHKOTA,,,,,0,141.027.982,141.027.982,"23,03"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,"NAWA PANDUTA, PT",CP,L,,,0,92.133.534,92.133.534,"15,05"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PT. TIARA INTIMAHKOTA,CP,L,,INDONESIA,80.045.006,0,80.045.006,"13,07"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PT PRISMATAMA NUGRAHA,CP,L,,INDONESIA,37.009.340,130.019.668,167.029.008,"27,28"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,PT GITANIRWANA MANDRASAKTI,CP,L,,INDONESIA,28.680.660,0,28.680.660,"4,68"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,HENRY LIEM,ID,L,INDONESIAN,,14.463.259,0,14.463.259,"2,36"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,Amirsyah Risjad,ID,L,INDONESIAN,INDONESIA,10.500.062,0,10.500.062,"1,72"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,DINA RISJAD,ID,L,INDONESIAN,INDONESIA,10.433.162,0,10.433.162,"1,70"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,DEDEY RISJAD,ID,L,INDONESIAN,INDONESIA,10.433.162,0,10.433.162,"1,70"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,ZARANI RISJAD,ID,L,INDONESIAN,INDONESIA,10.433.162,0,10.433.162,"1,70"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,RIZAL RISJAD,ID,L,INDONESIAN,INDONESIA,10.433.162,0,10.433.162,"1,70"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,SELVIYA RISJAD DANANTO,ID,L,INDONESIAN,INDONESIA,10.433.162,0,10.433.162,"1,70"
31-Mar-2026,AKPI,ARGHA KARYA PRIMA INDUSTRY Tbk,RADIAN RISJAD,ID,L,INDONESIAN,INDONESIA,10.433.161,0,10.433.161,"1,70"
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,PT ARTHAKENCANA RAYATAMA,CP,L,,INDONESIA,3.112.617.000,9.675.201.600,12.787.818.600,"63,71"
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,647.500.000,0,647.500.000,"3,23"
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,566.047.700,0,566.047.700,"2,82"
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,THE NT TST CO S/A CIM INVESTMENT FUND ICAV,MF,F,,IRELAND,420.464.500,0,420.464.500,"2,09"
31-Mar-2026,AKRA,AKR CORPORINDO Tbk,AKR CORPORINDO TBK.,CP,L,,INDONESIA,273.705.000,0,273.705.000,"1,36"
