date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless_raw,holdings_scrip_raw,total_holding_shares_raw,percentage_raw
31-Mar-2026,PRDA,PRODIA WIDYAHUSADA Tbk,REKSA DANA HPAM SYARIAH EKUITAS,MF,L,,INDONESIA,12.006.500,0,12.006.500,"1,28"
31-Mar-2026,PRDA,PRODIA WIDYAHUSADA Tbk,"CACEIS BANK, LUXEMBOURG BRANCH/ UCITS CLIENTS",IB,F,,LUXEMBOURG,10.229.400,0,10.229.400,"1,09"
31-Mar-2026,PRIM,ROYAL PRIMA Tbk,I NYOMAN EHRICH LISTER DR,ID,L,INDONESIAN,INDONESIA,243.441.800,2.190.480.000,2.433.921.800,"71,72"
31-Mar-2026,PRIM,ROYAL PRIMA Tbk,ROBIN,ID,L,INDONESIAN,INDONESIA,212.188.500,0,212.188.500,"6,25"
31-Mar-2026,PRIM,ROYAL PRIMA Tbk,MARWOTO,ID,L,INDONESIAN,INDONESIA,92.257.700,0,92.257.700,"2,72"
31-Mar-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,JIMMY BUDIARTO,ID,L,INDONESIAN,INDONESIA,23.814.000.000,0,23.814.000.000,"90,00"
31-Mar-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,NOMURA SINGAPORE LIMITED,IB,F,,SINGAPORE,661.500.000,0,661.500.000,"2,50"
31-Mar-2026,PSAB,J RESOURCES ASIA PASIFIK Tbk,SUWANTARA GOTAMA,ID,L,INDONESIAN,SINGAPORE,441.987.294,0,441.987.294,"1,67"
31-Mar-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT PROFITAMA HASIL INDAH,CP,L,,,0,894.600.000,894.600.000,"60,35"
31-Mar-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT SURYA MITRA PANCARAN,CP,L,,,0,365.400.000,365.400.000,"24,65"
31-Mar-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT. BENTUK KARYA NUSANTARA,CP,L,,INDONESIA,45.700.000,0,45.700.000,"3,08"
31-Mar-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT WARNA CIPTA KARYA,CP,L,,INDONESIA,40.253.000,0,40.253.000,"2,72"
31-Mar-2026,PSAT,PANCARAN SAMUDERA TRANSPORT Tbk,PT SEGARA ARTHA UTAMA,CP,L,,INDONESIA,31.167.600,0,31.167.600,"2,10"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,PT PRASIDHA,CP,L,,INDONESIA,1.075.600,675.754.545,676.830.145,"47,00"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,IGIANTO JOE,ID,L,INDONESIAN,INDONESIA,0,272.378.790,272.378.790,"18,92"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,"ANEKA BUMI PRASIDHA, PT",CP,L,,,0,136.500.000,136.500.000,"9,48"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,"ANEKA AGROPRASIDHA, PT",CP,L,,,0,114.000.000,114.000.000,"7,92"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,AGUS SOEGIARTO,ID,L,INDONESIAN,INDONESIA,45.933.333,20.000.000,65.933.333,"4,58"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,"Aneka Sumber Kumala, PT",CP,L,,INDONESIA,5.622.500,21.406.000,27.028.500,"1,88"
31-Mar-2026,PSDN,PRASIDHA ANEKA NIAGA Tbk,PT ABA JAYAABADI,CP,L,,INDONESIA,3.508.500,20.807.000,24.315.500,"1,69"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,PT JALINANKASIH SESAMA,CP,L,,INDONESIA,377.906.900,7.800.000.000,8.177.906.900,"43,38"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,"SERASIH HOLDICO, PT",CP,L,,,0,6.600.000.000,6.600.000.000,"35,01"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,BUDIONO TANBUN,ID,L,INDONESIAN,INDONESIA,0,1.600.000.000,1.600.000.000,"8,49"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,662.933.333,0,662.933.333,"3,52"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,KELVIN HALIM,ID,L,INDONESIAN,INDONESIA,601.400.000,0,601.400.000,"3,19"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,"CHE WAI CHAN,",ID,F,CHINESE,HONG KONG,500.000.000,0,500.000.000,"2,65"
31-Mar-2026,PSGO,PALMA SERASIH Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,298.780.500,0,298.780.500,"1,59"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,PT TIRTA ORISA YASA,CP,L,,INDONESIA,4.219.825.598,0,4.219.825.598,"40,77"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,MOH.A.R.P.MANGKUNINGRAT,ID,L,INDONESIAN,INDONESIA,2.325.081.078,0,2.325.081.078,"22,46"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,PT CRIO INDONESIA,CP,L,,INDONESIA,994.207.500,0,994.207.500,"9,60"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,PT. TRAJECTIVE MITRA INDONESIA,CP,L,,INDONESIA,756.000.000,0,756.000.000,"7,30"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,ALBERT KURNIAWAN BUDI S,ID,L,INDONESIAN,INDONESIA,301.210.500,0,301.210.500,"2,91"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,PT BERLIAN TAMBANG INDONESIA,CP,L,,INDONESIA,145.274.100,0,145.274.100,"1,40"
31-Mar-2026,PSKT,RED PLANET INDONESIA Tbk,PT. CIPTA KOMUNIKA KHATULISTIWA,CP,L,,INDONESIA,107.103.300,0,107.103.300,"1,03"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,PT INDOPRIMA MARINE,CP,L,,INDONESIA,2.374.400.000,0,2.374.400.000,"43,83"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,Kendilo Pte Ltd,CP,F,,SINGAPORE,1.523.190.946,0,1.523.190.946,"28,12"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,PT BIO PERMAI,CP,L,,INDONESIA,332.686.100,0,332.686.100,"6,14"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,PT IMC PELITA LOGISTIK TBK,CP,L,,INDONESIA,295.874.000,0,295.874.000,"5,46"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,CONVIVIAL NAVIGATION CO. PTE.LTD,CP,F,,SINGAPORE,267.863.153,0,267.863.153,"4,94"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,TSAO PAO CHEE INVESTMENT MANAGEMENT PTE.LTD,CP,F,,SINGAPORE,240.000.000,0,240.000.000,"4,43"
31-Mar-2026,PSSI,IMC PELITA LOGISTIK Tbk,IMC DYNAMIC INVESTMENTS PTE LTD,CP,F,,SINGAPORE,240.000.000,0,240.000.000,"4,43"
31-Mar-2026,PTBA,BUKIT ASAM (PERSERO) Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,CP,L,,INDONESIA,105.213.200,7.490.437.495,7.595.650.695,"65,93"
31-Mar-2026,PTBA,BUKIT ASAM (PERSERO) Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,177.167.100,0,177.167.100,"1,54"
31-Mar-2026,PTDU,DJASA UBERSAKTI Tbk,PT TEKNINDO GEOSISTEM UNGGUL,CP,L,,INDONESIA,0,625.000.000,625.000.000,"41,67"
31-Mar-2026,PTDU,DJASA UBERSAKTI Tbk,RSK INVESTASI UNGGUL,CP,L,,INDONESIA,475.000.000,0,475.000.000,"31,67"
31-Mar-2026,PTDU,DJASA UBERSAKTI Tbk,VICA VALENTINA,ID,L,INDONESIAN,INDONESIA,19.000.000,0,19.000.000,"1,27"
31-Mar-2026,PTDU,DJASA UBERSAKTI Tbk,SUMIRAH TOHIR T,ID,L,INDONESIAN,INDONESIA,17.044.800,0,17.044.800,"1,14"
31-Mar-2026,PTDU,DJASA UBERSAKTI Tbk,BUDIANTO M KURNIAWAN,ID,L,INDONESIAN,INDONESIA,15.430.800,0,15.430.800,"1,03"
31-Mar-2026,PTIS,INDO STRAITS Tbk,STRAITS CORPORATION PTE LTD,,,,,0,450.165.300,450.165.300,"81,82"
31-Mar-2026,PTIS,INDO STRAITS Tbk,PHILLIP SECURITIES PTE LTD,SC,F,,SINGAPORE,18.832.600,0,18.832.600,"3,42"
31-Mar-2026,PTIS,INDO STRAITS Tbk,ASURANSI SIMAS JIWA,IS,L,,INDONESIA,12.675.100,0,12.675.100,"2,30"
31-Mar-2026,PTIS,INDO STRAITS Tbk,PT INDO STRAITS Tbk,CP,L,,INDONESIA,6.429.000,0,6.429.000,"1,17"
31-Mar-2026,PTIS,INDO STRAITS Tbk,ANTHONY SETIADI,ID,L,INDONESIAN,INDONESIA,6.248.500,0,6.248.500,"1,14"
31-Mar-2026,PTMP,MITRA PACK Tbk,PT KENCANA USAHA SENTOSA,CP,L,,,0,2.298.124.000,2.298.124.000,"72,51"
31-Mar-2026,PTMP,MITRA PACK Tbk,PT. DIGITAL KODING SOLUSINDO,CP,L,,INDONESIA,89.096.800,0,89.096.800,"2,81"
31-Mar-2026,PTMP,MITRA PACK Tbk,ARDI KUSUMA,ID,L,INDONESIAN,INDONESIA,55.555.200,0,55.555.200,"1,75"
31-Mar-2026,PTMP,MITRA PACK Tbk,PT. MITRA TRI INVESTAMA,CP,L,,INDONESIA,42.548.300,0,42.548.300,"1,34"
31-Mar-2026,PTMR,MASTER PRINT Tbk,PT MITRA PACK Tbk,CP,L,,,0,1.457.280.000,1.457.280.000,"76,42"
31-Mar-2026,PTMR,MASTER PRINT Tbk,PT. MITRA TRI INVESTAMA,CP,L,,INDONESIA,88.272.300,0,88.272.300,"4,63"
31-Mar-2026,PTMR,MASTER PRINT Tbk,PT MULTI MITRA SEMESTA,CP,L,,INDONESIA,60.732.700,0,60.732.700,"3,18"
31-Mar-2026,PTMR,MASTER PRINT Tbk,PT. KURNIA SEMESTA PERSADA,CP,L,,INDONESIA,45.187.300,0,45.187.300,"2,37"
31-Mar-2026,PTMR,MASTER PRINT Tbk,ROBERT HASAN,ID,L,INDONESIAN,INDONESIA,38.909.100,0,38.909.100,"2,04"
31-Mar-2026,PTMR,MASTER PRINT Tbk,ELIT KARYA INVESTINDO PT,CP,L,,INDONESIA,35.540.700,0,35.540.700,"1,86"
31-Mar-2026,PTMR,MASTER PRINT Tbk,EKO HERU WIBOWO,ID,L,INDONESIAN,INDONESIA,34.187.800,0,34.187.800,"1,79"
31-Mar-2026,PTMR,MASTER PRINT Tbk,DONNY SANTOSA,ID,L,INDONESIAN,INDONESIA,23.412.100,0,23.412.100,"1,23"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT DANANTARA ASSET MANAGEMENT,CP,L,,,0,3.130.328.358,3.130.328.358,"50,49"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,IS,L,,INDONESIA,210.427.800,0,210.427.800,"3,39"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,HAIYANTO,ID,L,INDONESIAN,INDONESIA,186.627.800,0,186.627.800,"3,01"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,PT Phintraco Sekuritas,SC,L,,INDONESIA,99.088.400,0,99.088.400,"1,60"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,PT. MITRACOMM EKASARANA,CP,L,,INDONESIA,94.333.200,0,94.333.200,"1,52"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,PT TASPEN (PERSERO),IS,L,,INDONESIA,82.298.700,0,82.298.700,"1,33"
31-Mar-2026,PTPP,PP (PERSERO) Tbk,DJS KETENAGAKERJAAN PROGRAM JAMINAN PENSIUN,IS,L,,INDONESIA,63.163.900,0,63.163.900,"1,02"
31-Mar-2026,PTPS,PULAU SUBUR Tbk,PT. SEKAWAN KONTRINDO,CP,L,,INDONESIA,0,1.702.400.000,1.702.400.000,"78,54"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,ANDREAS WIDHATAMA KURNIAWAN,ID,L,INDONESIAN,INDONESIA,0,317.925.000,317.925.000,"36,20"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,CYRILUS WINATAMA K,ID,L,INDONESIAN,INDONESIA,0,220.125.000,220.125.000,"25,07"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,PT PRATAMA INVESTAMA KURNIA,CP,L,,INDONESIA,91.481.900,0,91.481.900,"10,42"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,BONAVENTURA WIMATAMA KURNIAWAN,ID,L,INDONESIAN,INDONESIA,0,85.375.000,85.375.000,"9,72"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,YOSEPH WIKATAMA,ID,L,,,0,79.125.000,79.125.000,"9,01"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,PT. ROYAL STRATEGIS KAPITAL,CP,L,,INDONESIA,41.168.900,0,41.168.900,"4,69"
31-Mar-2026,PTPW,PRATAMA WIDYA Tbk,PT. INVESTASI BERSAMA MANDIRI,CP,L,,INDONESIA,32.132.500,0,32.132.500,"3,66"
31-Mar-2026,PTRO,PETROSEA Tbk,PT. KREASI JASA PERSADA,CP,L,,INDONESIA,4.571.811.700,0,4.571.811.700,"45,33"
31-Mar-2026,PTRO,PETROSEA Tbk,PT CARAKA REKSA OPTIMA,CP,L,,INDONESIA,2.465.974.670,0,2.465.974.670,"24,45"
31-Mar-2026,PTRO,PETROSEA Tbk,OCBC SECURITIES PRIVATE LIMITED,SC,F,,SINGAPORE,271.402.100,0,271.402.100,"2,69"
31-Mar-2026,PTRO,PETROSEA Tbk,PT SENTOSA BERSAMA MITRA,CP,L,,INDONESIA,256.892.300,0,256.892.300,"2,55"
31-Mar-2026,PTRO,PETROSEA Tbk,MORGAN STANLEY AND CO INTERNATIONAL PLC,CP,F,,UNITED KINGDOM,174.964.475,0,174.964.475,"1,73"
31-Mar-2026,PTRO,PETROSEA Tbk,PT PETRINDO JAYA KREASI TBK,CP,L,,INDONESIA,138.926.800,0,138.926.800,"1,38"
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,ABIDIN FAN,ID,L,INDONESIAN,INDONESIA,3.532.500.000,0,3.532.500.000,"66,47"
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,INDITECK TECHNOLOGY HONG KONG LIMITED,CP,F,,HONG KONG,531.434.400,0,531.434.400,"10,00"
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,"ASUS INVESTMENT CO., LTD",CP,F,,"TAIWAN, PROVINCE OF CHINA",531.434.100,0,531.434.100,"10,00"
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,PT ASUS INTERNATIONAL LIMITED,CP,F,,CAYMAN ISLANDS,260.977.800,0,260.977.800,"4,91"
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,BIDIN YUSUF,ID,L,INDONESIAN,INDONESIA,187.680.000,0,187.680.000,"3,53"
31-Mar-2026,PTSN,SAT NUSAPERSADA Tbk,HARTO,ID,L,INDONESIAN,INDONESIA,58.968.800,0,58.968.800,"1,11"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,PT. GRAHA SENTOSA PERSADA,CP,L,,INDONESIA,61.000.666,0,61.000.666,"27,63"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,VP BANK LTD SINGAPORE BRANCH,IB,F,,SINGAPORE,31.214.900,0,31.214.900,"14,14"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,"UNION BANCAIRE PRIVEE, UBP SA SINGAPORE BRANCH",IB,F,,SINGAPORE,30.674.434,0,30.674.434,"13,89"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,PT. Bayu Buana Tbk,CP,L,,INDONESIA,19.652.000,0,19.652.000,"8,90"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,17.782.720,0,17.782.720,"8,05"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,STANDARD CHARTERED BANK SG S/A VP BANK A/C SAPPHIRE LINK LTD (ID005464400008),CP,F,,"VIRGIN ISLANDS, BRITISH",11.020.000,0,11.020.000,"4,99"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,STANDARD CHARTERED BANK SG S/A VP BANK A/C DIAMOND MILLENIUM LTD (ID005464400003),CP,F,,"VIRGIN ISLANDS, BRITISH",11.000.000,0,11.000.000,"4,98"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,LGT BANK AG,IB,F,,LIECHTENSTEIN,9.095.800,0,9.095.800,"4,12"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,CA INDOSUEZ (SWITZERLAND) SA,IB,F,,SINGAPORE,8.925.080,0,8.925.080,"4,04"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,BANK JULIUS BAER & CO. LTD,IB,F,,SINGAPORE,8.206.000,0,8.206.000,"3,72"
31-Mar-2026,PTSP,PIONEERINDO GOURMET INTERNATIONAL Tbk,BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,OT,F,,SINGAPORE,3.929.000,0,3.929.000,"1,78"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,PT. ISTANA KUTA RATU PRESTIGE,CP,L,,INDONESIA,293.545.682,0,293.545.682,"44,54"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,LENAWATI SETIADI P,ID,L,INDONESIAN,INDONESIA,150.093.228,0,150.093.228,"22,77"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,KOSMIAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,27.076.454,0,27.076.454,"4,11"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,MARIANTI PUDJIADI,ID,L,INDONESIAN,INDONESIA,27.076.454,0,27.076.454,"4,11"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,KRISTIAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,27.025.256,0,27.025.256,"4,10"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,LUKMAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,20.984.300,0,20.984.300,"3,18"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,DAMIAN PUDJIADI,ID,L,INDONESIAN,INDONESIA,18.642.778,0,18.642.778,"2,83"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,CHENGWY KARLAM,ID,L,INDONESIAN,INDONESIA,11.949.320,0,11.949.320,"1,81"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,ARIYO TEJO,ID,L,INDONESIAN,,8.800.806,0,8.800.806,"1,34"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,PT GRAHA PUJI BAHANA,CP,L,,INDONESIA,8.360.854,0,8.360.854,"1,27"
31-Mar-2026,PUDP,PUDJIADI PRESTIGE Tbk,NATALIA DEVI PUDJIADI,ID,L,INDONESIAN,INDONESIA,8.166.676,0,8.166.676,"1,24"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT RAJAWALI INTI,CP,L,,INDONESIA,962.621.880,0,962.621.880,"15,28"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT RAJAWALI DWIPUTRA INDONESIA,CP,L,,INDONESIA,769.639.000,0,769.639.000,"12,21"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT IGELCORP ASIA KAPITAL,CP,L,,INDONESIA,465.006.000,0,465.006.000,"7,38"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT IGELCORP NUSANTARA KAPITAL,CP,L,,INDONESIA,353.069.900,0,353.069.900,"5,60"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IB,F,,SINGAPORE,290.159.200,0,290.159.200,"4,60"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,NI MADE PUTRI UMBARAWATI SE,ID,L,INDONESIAN,INDONESIA,150.888.800,0,150.888.800,"2,39"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,PT VARASH SADDAN NUSANTARA,CP,L,,INDONESIA,130.507.300,0,130.507.300,"2,07"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,HENDRA PRAYITNO,ID,L,INDONESIAN,INDONESIA,124.490.900,0,124.490.900,"1,98"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,ERWIN PRASETYA TJANDRA,ID,L,INDONESIAN,INDONESIA,120.000.000,0,120.000.000,"1,90"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,I PUTU EKA SURYAWAN,ID,L,INDONESIAN,INDONESIA,113.401.100,0,113.401.100,"1,80"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,TONNY HERMAWAN ADIKARJO IR,ID,L,INDONESIAN,INDONESIA,96.163.000,0,96.163.000,"1,53"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,DHEERAJ,ID,L,INDONESIAN,INDONESIA,81.590.284,0,81.590.284,"1,29"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,FACHRUL ATMADJA,ID,L,INDONESIAN,INDONESIA,79.145.900,0,79.145.900,"1,26"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,SALIM LIM,ID,L,INDONESIAN,INDONESIA,72.101.100,0,72.101.100,"1,14"
31-Mar-2026,PURA,PUTRA RAJAWALI KENCANA Tbk,TAN JANE,ID,L,INDONESIAN,INDONESIA,69.371.500,0,69.371.500,"1,10"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,PT TRINITAN RESOURCETAMA INDONESIA,CP,L,,INDONESIA,363.726.830,0,363.726.830,"26,45"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,PT MIRAE ASSET SEKURITAS INDONESIA,SC,L,,INDONESIA,149.102.527,0,149.102.527,"10,84"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,MELANIAWATI HADIKARTONO,ID,L,INDONESIAN,INDONESIA,50.100.033,0,50.100.033,"3,64"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,PUI SIAT HA,ID,L,INDONESIAN,INDONESIA,39.122.900,0,39.122.900,"2,84"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,WEMPY,ID,L,INDONESIAN,INDONESIA,18.684.800,0,18.684.800,"1,36"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,REZANANTA F PIETRUSCHKA,ID,L,INDONESIAN,INDONESIA,16.600.000,0,16.600.000,"1,21"
31-Mar-2026,PURE,TRINITAN METALS AND MINERALS Tbk,ASHISH KUMAR D KESWANI,ID,L,INDONESIAN,INDONESIA,15.536.100,0,15.536.100,"1,13"
31-Mar-2026,PURI,PURI GLOBAL SUKSES Tbk,PT. BUMI KREASI BARU,CP,L,,INDONESIA,0,768.000.000,768.000.000,"76,80"
31-Mar-2026,PURI,PURI GLOBAL SUKSES Tbk,ONG YICK SING,ID,F,MALAYSIAN,MALAYSIA,51.470.500,0,51.470.500,"5,15"
31-Mar-2026,PWON,PAKUWON JATI Tbk,PT PAKUWON ARTHANIAGA,CP,L,,INDONESIA,33.077.598.400,0,33.077.598.400,"68,68"
31-Mar-2026,PWON,PAKUWON JATI Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,1.102.803.500,0,1.102.803.500,"2,29"
31-Mar-2026,PWON,PAKUWON JATI Tbk,FIDELITY FUNDS,MF,F,,LUXEMBOURG,933.435.200,0,933.435.200,"1,94"
31-Mar-2026,PWON,PAKUWON JATI Tbk,PLATINUM ASIA FUND,MF,F,,AUSTRALIA,724.784.985,0,724.784.985,"1,50"
31-Mar-2026,PYFA,PYRIDAM FARMA Tbk,REJUVE GLOBAL INVESTMENT PTE LTD,CP,F,,SINGAPORE,7.194.080.948,0,7.194.080.948,"64,02"
31-Mar-2026,PYFA,PYRIDAM FARMA Tbk,PT ASURANSI JIWA STARINVESTAMA,IS,L,,INDONESIA,572.628.400,0,572.628.400,"5,10"
31-Mar-2026,PYFA,PYRIDAM FARMA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,358.078.971,0,358.078.971,"3,19"
31-Mar-2026,PYFA,PYRIDAM FARMA Tbk,PT ALDIRACITA SEKURITAS INDONESIA,SC,L,,INDONESIA,342.863.880,0,342.863.880,"3,05"
31-Mar-2026,PYFA,PYRIDAM FARMA Tbk,DIAN CIPTAMAS AGUNG PT,CP,L,,INDONESIA,115.488.400,0,115.488.400,"1,03"
31-Mar-2026,PZZA,SARIMELATI KENCANA Tbk,"Sriboga Raturaya, PT",CP,L,,INDONESIA,1.957.933.250,0,1.957.933.250,"64,79"
31-Mar-2026,PZZA,SARIMELATI KENCANA Tbk,DBS BANK LTD S/A PEMBERTON ASIAN OPPORTUNITIES FUND,IB,F,,SINGAPORE,290.000.000,0,290.000.000,"9,60"
31-Mar-2026,PZZA,SARIMELATI KENCANA Tbk,JPMCB NA AIF CLT RE-THE SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,CP,F,,UNITED KINGDOM,211.533.000,0,211.533.000,"7,00"
31-Mar-2026,PZZA,SARIMELATI KENCANA Tbk,CLSA LTD,SC,F,,HONG KONG,126.353.850,0,126.353.850,"4,18"
31-Mar-2026,PZZA,SARIMELATI KENCANA Tbk,TJIOK ARISTO SUNGKONO.S,ID,L,INDONESIAN,INDONESIA,47.580.000,0,47.580.000,"1,57"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,RAM JETHMAL PUNJABI,ID,L,INDONESIAN,INDONESIA,4.599.467.382,0,4.599.467.382,"67,50"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,PT. MNC DIGITAL ENTERTAINMENT TBK,CP,L,,INDONESIA,619.420.000,0,619.420.000,"9,09"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,SCOTTS CAPITAL INVESTMENT CORPORATION,CP,F,,SEYCHELLES,300.000.000,0,300.000.000,"4,40"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,LGT BANK AG,IB,F,,LIECHTENSTEIN,167.271.400,0,167.271.400,"2,45"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,150.425.500,0,150.425.500,"2,21"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,CGS INTERNATIONAL SECURITIES SINGAPORE PTE LTD,IB,F,,SINGAPORE,118.694.200,0,118.694.200,"1,74"
31-Mar-2026,RAAM,TRIPAR MULTIVSION PLUS Tbk,REGENCY HIGH ENTERPRISE LTD,CP,F,,"VIRGIN ISLANDS, BRITISH",102.623.000,0,102.623.000,"1,51"
